word,decision,source,page,note,hint,sort_order
жижити,approved,pdf_high_confidence,357,,,
жижљив,approved,pdf_high_confidence,357,,,
жиласт,approved,pdf_high_confidence,358,,,
жицати,approved,pdf_high_confidence,359,,,
жличар,approved,pdf_medium_approved,359,approved from medium possible additions,,
жмарци,approved,pdf_medium_approved,359,approved from medium possible additions,,
жмигав,approved,pdf_high_confidence,359,,,
жмурка,approved,pdf_medium_approved,360,approved from medium possible additions,,
жоржет,approved,pdf_medium_approved,360,approved from medium possible additions,,
жудети,approved,pdf_medium_approved,360,approved from medium possible additions,,
жуљати,approved,pdf_high_confidence,360,,,
жуљити,approved,pdf_high_confidence,360,,,
журљив,approved,pdf_high_confidence,361,,,
жустар,approved,pdf_high_confidence,361,,,
жутети,approved,pdf_medium_approved,361,approved from medium possible additions,,
жутити,approved,pdf_high_confidence,362,,,
жутњак,approved,pdf_high_confidence,362,,,
жучљив,approved,pdf_high_confidence,362,,,
задати,approved,pdf_high_confidence,374,,,
заквач,approved,pdf_medium_approved,380,approved from medium possible additions,,
заклан,approved,pdf_high_confidence,380,,,
заклет,approved,pdf_high_confidence,380,,,
закона,approved,pdf_medium_approved,849,approved from medium possible additions,,
закрет,approved,pdf_medium_approved,382,approved from medium possible additions,,
залиха,approved,pdf_medium_approved,385,approved from medium possible additions,,
замаћи,approved,pdf_medium_approved,386,approved from medium possible additions,,
замера,approved,pdf_medium_approved,387,approved from medium possible additions,,
замрћи,approved,pdf_medium_approved,388,approved from medium possible additions,,
занети,approved,pdf_medium_approved,389,approved from medium possible additions,,
зането,approved,pdf_medium_approved,389,approved from medium possible additions,,
заовић,approved,pdf_medium_approved,390,approved from medium possible additions,,
зарђао,approved,pdf_high_confidence,398,,,
засека,approved,pdf_medium_approved,400,approved from medium possible additions,,
заспао,approved,pdf_high_confidence,402,,,
затећи,approved,pdf_medium_approved,404,approved from medium possible additions,,
затрка,approved,pdf_medium_approved,406,approved from medium possible additions,,
затрти,approved,pdf_medium_approved,406,approved from medium possible additions,,
зауман,approved,pdf_high_confidence,407,,,
заумље,approved,pdf_medium_approved,407,approved from medium possible additions,,
зачмао,approved,pdf_high_confidence,410,,,
зашрши,approved,pdf_medium_approved,468,approved from medium possible additions,,
збирка,approved,pdf_medium_approved,411,approved from medium possible additions,,
збирни,approved,pdf_high_confidence,411,,,
зборни,approved,pdf_high_confidence,412,,,
збркан,approved,pdf_high_confidence,412,,,
збуњен,approved,pdf_high_confidence,412,,,
збуњив,approved,pdf_high_confidence,412,,,
звекир,approved,pdf_high_confidence,413,,,
зверка,approved,pdf_medium_approved,413,approved from medium possible additions,,
звечак,approved,pdf_high_confidence,414,,,
звечац,approved,pdf_high_confidence,414,,,
звонак,approved,pdf_high_confidence,414,,,
звонар,approved,pdf_high_confidence,414,,,
звоник,approved,pdf_high_confidence,414,,,
звонко,approved,pdf_medium_approved,414,approved from medium possible additions,,
звонце,approved,pdf_high_confidence,414,,,
звучан,approved,pdf_high_confidence,415,,,
згодан,approved,pdf_high_confidence,415,,,
згурен,approved,pdf_high_confidence,416,,,
зденац,approved,pdf_high_confidence,417,,,
зебљив,approved,pdf_high_confidence,418,,,
зезати,approved,pdf_high_confidence,418,,,
зезнут,approved,pdf_high_confidence,418,,,
зекаст,approved,pdf_high_confidence,418,,,
зекуља,approved,pdf_medium_approved,418,approved from medium possible additions,,
зељаст,approved,pdf_high_confidence,419,,,
зембил,approved,pdf_high_confidence,419,,,
земљав,approved,pdf_high_confidence,419,,,
земљак,approved,pdf_high_confidence,419,,,
земљив,approved,pdf_high_confidence,419,,,
зечаст,approved,pdf_high_confidence,420,,,
зечица,approved,pdf_medium_approved,420,approved from medium possible additions,,
зимљив,approved,pdf_high_confidence,421,,,
зимски,approved,pdf_high_confidence,421,,,
зинути,approved,pdf_high_confidence,421,,,
златан,approved,pdf_high_confidence,421,,,
златар,approved,pdf_high_confidence,421,,,
злаћен,approved,pdf_high_confidence,422,,,
злехуд,approved,pdf_high_confidence,422,,,
злобан,approved,pdf_high_confidence,422,,,
злобив,approved,pdf_high_confidence,422,,,
злогук,approved,pdf_high_confidence,423,,,
злорек,approved,pdf_high_confidence,423,,,
злоћуд,approved,pdf_high_confidence,423,,,
злохуд,approved,pdf_high_confidence,424,,,
злурад,approved,pdf_high_confidence,424,,,
зможни,approved,pdf_high_confidence,385,,,
знатан,approved,pdf_high_confidence,425,,,
зобити,approved,pdf_high_confidence,426,,,
зооген,approved,pdf_high_confidence,426,,,
зрачак,approved,pdf_high_confidence,426,,,
зрачић,approved,pdf_high_confidence,427,,,
зреник,approved,pdf_high_confidence,427,,,
зрикав,approved,pdf_high_confidence,427,,,
зубаст,approved,pdf_high_confidence,427,,,
зукара,approved,pdf_medium_approved,428,approved from medium possible additions,,
зукати,approved,pdf_medium_approved,428,approved from medium possible additions,,
зумбул,approved,pdf_medium_approved,428,approved from medium possible additions,,
зурити,approved,pdf_high_confidence,428,,,
зуцати,approved,pdf_high_confidence,428,,,
иверак,approved,pdf_high_confidence,429,,,
ивичнц,approved,pdf_high_confidence,429,,,
игласт,approved,pdf_high_confidence,430,,,
играти,approved,pdf_medium_approved,1416,approved from medium possible additions,,
извући,approved,pdf_medium_approved,438,approved from medium possible additions,,
издати,approved,pdf_medium_approved,441,approved from medium possible additions,,
издићи,approved,pdf_medium_approved,441,approved from medium possible additions,,
изести,approved,pdf_medium_approved,442,approved from medium possible additions,,
измити,approved,pdf_medium_approved,446,approved from medium possible additions,,
изнети,approved,pdf_medium_approved,448,approved from medium possible additions,,
изнићи,approved,pdf_medium_approved,448,approved from medium possible additions,,
изнова,approved,pdf_medium_approved,1010,approved from medium possible additions,,
изотоп,approved,pdf_high_confidence,450,,,
изрећи,approved,pdf_medium_approved,451,approved from medium possible additions,,
икавац,approved,pdf_high_confidence,453,,,
икакав,approved,pdf_high_confidence,453,,,
иколик,approved,pdf_high_confidence,453,,,
илирац,approved,pdf_high_confidence,454,,,
иметак,approved,pdf_high_confidence,456,,,
имовни,approved,pdf_high_confidence,456,,,
имутак,approved,pdf_high_confidence,457,,,
имућан,approved,pdf_high_confidence,457,,,
индиго,approved,pdf_high_confidence,458,,,
искрав,approved,pdf_high_confidence,468,,,
искрен,approved,pdf_high_confidence,469,,,
испрва,approved,pdf_medium_approved,474,approved from medium possible additions,,
истаћи,approved,pdf_medium_approved,477,approved from medium possible additions,,
истући,approved,pdf_medium_approved,480,approved from medium possible additions,,
ихтиол,approved,pdf_high_confidence,482,,,
кабаре,approved,pdf_high_confidence,500,,,
кабаст,approved,pdf_high_confidence,500,,,
каблар,approved,pdf_high_confidence,500,,,
каблић,approved,pdf_high_confidence,500,,,
кавана,approved,pdf_medium_approved,501,approved from medium possible additions,,
казеин,approved,pdf_high_confidence,502,,,
какаду,approved,pdf_high_confidence,503,,,
калвин,approved,pdf_high_confidence,504,,,
калкан,approved,pdf_high_confidence,504,,,
калцан,approved,pdf_medium_approved,505,approved from medium possible additions,,
камиљи,approved,pdf_high_confidence,506,,,
камион,approved,pdf_high_confidence,506,,,
камфор,approved,pdf_medium_approved,507,approved from medium possible additions,,
канабе,approved,pdf_high_confidence,507,,,
канити,approved,pdf_medium_approved,507,approved from medium possible additions,,
канкан,approved,pdf_high_confidence,507,,,
кантон,approved,pdf_high_confidence,508,,,
капати,approved,pdf_high_confidence,509,,,
каприц,approved,pdf_high_confidence,510,,,
карате,approved,pdf_high_confidence,511,,,
карбит,approved,pdf_high_confidence,511,,,
карбол,approved,pdf_high_confidence,511,,,
кардан,approved,pdf_high_confidence,511,,,
каритм,approved,pdf_high_confidence,512,,,
кармин,approved,pdf_high_confidence,512,,,
карнер,approved,pdf_high_confidence,512,,,
карниз,approved,pdf_high_confidence,512,,,
картар,approved,pdf_high_confidence,512,,,
карташ,approved,pdf_high_confidence,512,,,
картел,approved,pdf_high_confidence,512,,,
картеч,approved,pdf_high_confidence,512,,,
каруце,approved,pdf_medium_approved,513,approved from medium possible additions,,
касати,approved,pdf_high_confidence,513,,,
катрен,approved,pdf_high_confidence,514,,,
каћуша,approved,pdf_medium_approved,515,approved from medium possible additions,,
кафеин,approved,pdf_high_confidence,515,,,
качити,approved,pdf_high_confidence,515,,,
кашљав,approved,pdf_high_confidence,516,,,
квакач,approved,pdf_high_confidence,516,,,
кваран,approved,pdf_high_confidence,517,,,
квасан,approved,pdf_high_confidence,517,,,
квасац,approved,pdf_high_confidence,517,,,
кедров,approved,pdf_high_confidence,518,,,
керећи,approved,pdf_medium_approved,519,approved from medium possible additions,,
керуша,approved,pdf_medium_approved,519,approved from medium possible additions,,
кесити,approved,pdf_medium_approved,519,approved from medium possible additions,,
кидати,approved,pdf_high_confidence,520,,,
кидљив,approved,pdf_high_confidence,520,,,
кисити,approved,pdf_high_confidence,522,,,
китара,approved,pdf_medium_approved,522,approved from medium possible additions,,
китаст,approved,pdf_high_confidence,522,,,
китити,approved,pdf_high_confidence,522,,,
кихати,approved,pdf_medium_approved,523,approved from medium possible additions,,
кичаст,approved,pdf_high_confidence,523,,,
кишљив,approved,pdf_high_confidence,523,,,
клавир,approved,pdf_high_confidence,523,,,
кланац,approved,pdf_high_confidence,524,,,
класак,approved,pdf_high_confidence,524,,,
класан,approved,pdf_high_confidence,524,,,
класат,approved,pdf_high_confidence,524,,,
класић,approved,pdf_high_confidence,524,,,
класни,approved,pdf_high_confidence,525,,,
клеков,approved,pdf_high_confidence,525,,,
кленик,approved,pdf_high_confidence,526,,,
клепац,approved,pdf_high_confidence,526,,,
клепач,approved,pdf_high_confidence,526,,,
клерик,approved,pdf_medium_approved,526,approved from medium possible additions,,
клесар,approved,pdf_high_confidence,526,,,
клецав,approved,pdf_high_confidence,526,,,
клизав,approved,pdf_high_confidence,527,,,
клизак,approved,pdf_high_confidence,527,,,
клизач,approved,pdf_high_confidence,527,,,
клизни,approved,pdf_high_confidence,527,,,
кликун,approved,pdf_high_confidence,528,,,
климав,approved,pdf_high_confidence,528,,,
клипак,approved,pdf_high_confidence,528,,,
клипић,approved,pdf_high_confidence,529,,,
клисар,approved,pdf_high_confidence,529,,,
клиско,approved,pdf_medium_approved,529,approved from medium possible additions,,
клицав,approved,pdf_high_confidence,529,,,
клицин,approved,pdf_high_confidence,529,,,
клозет,approved,pdf_high_confidence,530,,,
клонуо,approved,pdf_high_confidence,530,,,
клопав,approved,pdf_high_confidence,530,,,
клупче,approved,pdf_high_confidence,531,,,
кљакав,approved,pdf_high_confidence,531,,,
кљунак,approved,pdf_high_confidence,531,,,
кљунар,approved,pdf_high_confidence,531,,,
кљунаш,approved,pdf_high_confidence,531,,,
кљунић,approved,pdf_high_confidence,531,,,
кључар,approved,pdf_high_confidence,532,,,
кључић,approved,pdf_high_confidence,532,,,
кључни,approved,pdf_high_confidence,532,,,
кмекав,approved,pdf_high_confidence,532,,,
кнежић,approved,pdf_high_confidence,533,,,
кнезов,approved,pdf_high_confidence,533,,,
кобити,approved,pdf_high_confidence,534,,,
кобрач,approved,pdf_high_confidence,535,,,
ковати,approved,pdf_medium_approved,535,approved from medium possible additions,,
коверт,approved,pdf_medium_approved,535,approved from medium possible additions,,
ковина,approved,pdf_medium_approved,535,approved from medium possible additions,,
коврча,approved,pdf_medium_approved,535,approved from medium possible additions,,
кожаст,approved,pdf_high_confidence,536,,,
кожнат,approved,pdf_high_confidence,536,,,
козлац,approved,pdf_high_confidence,537,,,
кокаин,approved,pdf_high_confidence,538,,,
коксни,approved,pdf_high_confidence,538,,,
колера,approved,pdf_medium_approved,540,approved from medium possible additions,,
колето,approved,pdf_medium_approved,540,approved from medium possible additions,,
колњак,approved,pdf_high_confidence,541,,,
колхоз,approved,pdf_high_confidence,543,,,
комика,approved,pdf_medium_approved,544,approved from medium possible additions,,
комити,approved,pdf_high_confidence,545,,,
комода,approved,pdf_medium_approved,461,approved from medium possible additions,,
компот,approved,pdf_high_confidence,546,,,
комуша,approved,pdf_medium_approved,547,approved from medium possible additions,,
комфор,approved,pdf_high_confidence,547,,,
кондак,approved,pdf_medium_approved,548,approved from medium possible additions,,
кондом,approved,pdf_high_confidence,549,,,
концил,approved,pdf_high_confidence,554,,,
кончан,approved,pdf_high_confidence,554,,,
коњаст,approved,pdf_high_confidence,555,,,
коњски,approved,pdf_high_confidence,555,,,
коњчић,approved,pdf_high_confidence,555,,,
копати,approved,pdf_high_confidence,556,,,
кораст,approved,pdf_high_confidence,557,,,
кордон,approved,pdf_high_confidence,558,,,
корити,approved,pdf_high_confidence,559,,,
корнер,approved,pdf_high_confidence,559,,,
корњаш,approved,pdf_high_confidence,560,,,
корпар,approved,pdf_high_confidence,560,,,
коруба,approved,pdf_medium_approved,560,approved from medium possible additions,,
космат,approved,pdf_high_confidence,561,,,
космос,approved,pdf_medium_approved,561,approved from medium possible additions,,
косник,approved,pdf_medium_approved,561,approved from medium possible additions,,
косоок,approved,pdf_high_confidence,562,,,
костим,approved,pdf_high_confidence,562,,,
котити,approved,pdf_high_confidence,563,,,
котлар,approved,pdf_high_confidence,563,,,
котлац,approved,pdf_high_confidence,563,,,
котлет,approved,pdf_high_confidence,563,,,
котлић,approved,pdf_high_confidence,563,,,
кочина,approved,pdf_medium_approved,565,approved from medium possible additions,,
кошљив,approved,pdf_high_confidence,566,,,
кошмар,approved,pdf_high_confidence,566,,,
коштац,approved,pdf_high_confidence,566,,,
кошћат,approved,pdf_high_confidence,567,,,
кошћел,approved,pdf_medium_approved,567,approved from medium possible additions,,
кошчат,approved,pdf_high_confidence,567,,,
кошчев,approved,pdf_high_confidence,567,,,
крављи,approved,pdf_high_confidence,568,,,
крагуљ,approved,pdf_high_confidence,568,,,
крадња,approved,pdf_medium_approved,568,approved from medium possible additions,,
красан,approved,pdf_high_confidence,570,,,
красни,approved,pdf_high_confidence,570,,,
кратки,approved,pdf_high_confidence,572,,,
крашко,approved,pdf_medium_approved,828,approved from medium possible additions,,
крвити,approved,pdf_medium_approved,573,approved from medium possible additions,,
крвник,approved,pdf_high_confidence,573,,,
крвоок,approved,pdf_high_confidence,574,,,
креаол,approved,pdf_high_confidence,575,,,
креауб,approved,pdf_high_confidence,575,,,
кредит,approved,pdf_high_confidence,574,,,
кредни,approved,pdf_high_confidence,574,,,
крезав,approved,pdf_high_confidence,574,,,
крекет,approved,pdf_medium_approved,575,approved from medium possible additions,,
кремен,approved,pdf_high_confidence,575,,,
крепак,approved,pdf_high_confidence,576,,,
крепао,approved,pdf_high_confidence,576,,,
крепко,approved,pdf_medium_approved,576,approved from medium possible additions,,
креста,approved,pdf_medium_approved,577,approved from medium possible additions,,
кретен,approved,pdf_high_confidence,577,,,
кретон,approved,pdf_high_confidence,577,,,
крецав,approved,pdf_high_confidence,577,,,
кречав,approved,pdf_high_confidence,577,,,
кречан,approved,pdf_high_confidence,577,,,
кречар,approved,pdf_high_confidence,577,,,
кржљав,approved,pdf_high_confidence,578,,,
крзати,approved,pdf_high_confidence,578,,,
крзнар,approved,pdf_high_confidence,578,,,
крзнат,approved,pdf_high_confidence,578,,,
крзнен,approved,pdf_high_confidence,578,,,
кривац,approved,pdf_high_confidence,578,,,
кривач,approved,pdf_high_confidence,578,,,
кривуљ,approved,pdf_high_confidence,580,,,
крижак,approved,pdf_high_confidence,580,,,
крижар,approved,pdf_high_confidence,580,,,
крижач,approved,pdf_high_confidence,580,,,
крижић,approved,pdf_high_confidence,580,,,
крижни,approved,pdf_high_confidence,580,,,
кризни,approved,pdf_high_confidence,580,,,
крилат,approved,pdf_high_confidence,581,,,
крилно,approved,pdf_medium_approved,581,approved from medium possible additions,,
крилце,approved,pdf_high_confidence,582,,,
кримић,approved,pdf_high_confidence,582,,,
кринка,approved,pdf_medium_approved,650,approved from medium possible additions,,
криоце,approved,pdf_high_confidence,582,,,
критик,approved,pdf_medium_approved,584,approved from medium possible additions,,
кричав,approved,pdf_high_confidence,584,,,
кркљав,approved,pdf_high_confidence,584,,,
крмчић,approved,pdf_high_confidence,586,,,
крњаво,approved,pdf_medium_approved,586,approved from medium possible additions,,
крњаст,approved,pdf_high_confidence,586,,,
крњити,approved,pdf_medium_approved,586,approved from medium possible additions,,
крњост,approved,pdf_high_confidence,586,,,
кровар,approved,pdf_high_confidence,586,,,
кротак,approved,pdf_high_confidence,588,,,
кротон,approved,pdf_high_confidence,588,,,
крпаст,approved,pdf_high_confidence,588,,,
крпати,approved,pdf_high_confidence,588,,,
крпити,approved,pdf_high_confidence,588,,,
крсташ,approved,pdf_high_confidence,589,,,
крстић,approved,pdf_high_confidence,590,,,
кружан,approved,pdf_high_confidence,591,,,
крунац,approved,pdf_high_confidence,591,,,
крунаш,approved,pdf_high_confidence,591,,,
круњач,approved,pdf_high_confidence,592,,,
крупан,approved,pdf_high_confidence,592,,,
крушан,approved,pdf_high_confidence,593,,,
крушац,approved,pdf_high_confidence,593,,,
крцати,approved,pdf_high_confidence,594,,,
крцкав,approved,pdf_high_confidence,594,,,
крчмар,approved,pdf_high_confidence,594,,,
крштен,approved,pdf_high_confidence,595,,,
ксенон,approved,pdf_high_confidence,595,,,
куверт,approved,pdf_high_confidence,596,,,
куглат,approved,pdf_high_confidence,597,,,
куглоф,approved,pdf_medium_approved,597,approved from medium possible additions,,
кудити,approved,pdf_high_confidence,597,,,
кудрав,approved,pdf_high_confidence,597,,,
кудров,approved,pdf_high_confidence,597,,,
кужити,approved,pdf_high_confidence,597,,,
кукуља,approved,pdf_medium_approved,599,approved from medium possible additions,,
кулоар,approved,pdf_high_confidence,600,,,
култни,approved,pdf_high_confidence,600,,,
куљати,approved,pdf_high_confidence,601,,,
кумати,approved,pdf_medium_approved,601,approved from medium possible additions,,
купажа,approved,pdf_medium_approved,602,approved from medium possible additions,,
купаст,approved,pdf_high_confidence,602,,,
купити,approved,pdf_high_confidence,603,,,
купљив,approved,pdf_high_confidence,603,,,
курбан,approved,pdf_high_confidence,604,,,
курвар,approved,pdf_high_confidence,604,,,
курзив,approved,pdf_high_confidence,605,,,
курсни,approved,pdf_high_confidence,605,,,
кућити,approved,pdf_high_confidence,607,,,
куцати,approved,pdf_high_confidence,608,,,
кучкин,approved,pdf_high_confidence,608,,,
кушати,approved,pdf_high_confidence,608,,,
кушљав,approved,pdf_high_confidence,608,,,
куштро,approved,pdf_high_confidence,608,,,
лавабо,approved,pdf_high_confidence,609,,,
лавица,approved,pdf_medium_approved,610,approved from medium possible additions,,
лагити,approved,pdf_high_confidence,610,,,
ладица,approved,pdf_medium_approved,610,approved from medium possible additions,,
лађаст,approved,pdf_high_confidence,610,,,
лажара,approved,pdf_medium_approved,610,approved from medium possible additions,,
лазити,approved,pdf_high_confidence,611,,,
лаички,approved,pdf_high_confidence,611,,,
лакомо,approved,pdf_medium_approved,612,approved from medium possible additions,,
лактат,approved,pdf_high_confidence,613,,,
лакташ,approved,pdf_high_confidence,613,,,
лампек,approved,pdf_medium_approved,614,approved from medium possible additions,,
ландов,approved,pdf_high_confidence,614,,,
лантан,approved,pdf_high_confidence,614,,,
ланчић,approved,pdf_high_confidence,615,,,
лањски,approved,pdf_high_confidence,615,,,
ларвин,approved,pdf_high_confidence,615,,,
ласаст,approved,pdf_high_confidence,615,,,
ласкав,approved,pdf_high_confidence,616,,,
ластар,approved,pdf_high_confidence,616,,,
лаћати,approved,pdf_medium_approved,617,approved from medium possible additions,,
лаутар,approved,pdf_high_confidence,617,,,
лацман,approved,pdf_medium_approved,617,approved from medium possible additions,,
легати,approved,pdf_medium_approved,619,approved from medium possible additions,,
легион,approved,pdf_high_confidence,619,,,
ледити,approved,pdf_high_confidence,620,,,
лежати,approved,pdf_medium_approved,620,approved from medium possible additions,,
лежећи,approved,pdf_high_confidence,621,,,
лежиља,approved,pdf_medium_approved,621,approved from medium possible additions,,
лелиав,approved,pdf_high_confidence,622,,,
лемити,approved,pdf_high_confidence,622,,,
ленити,approved,pdf_medium_approved,622,approved from medium possible additions,,
леност,approved,pdf_medium_approved,622,approved from medium possible additions,,
лењити,approved,pdf_medium_approved,622,approved from medium possible additions,,
лењост,approved,pdf_medium_approved,622,approved from medium possible additions,,
лепеза,approved,pdf_medium_approved,623,approved from medium possible additions,,
лепити,approved,pdf_medium_approved,623,approved from medium possible additions,,
лептир,approved,pdf_medium_approved,624,approved from medium possible additions,,
летети,approved,pdf_medium_approved,625,approved from medium possible additions,,
леуком,approved,pdf_high_confidence,626,,,
лечити,approved,pdf_medium_approved,626,approved from medium possible additions,,
лечник,approved,pdf_medium_approved,627,approved from medium possible additions,,
либаде,approved,pdf_high_confidence,627,,,
либити,approved,pdf_medium_approved,628,approved from medium possible additions,,
ливада,approved,pdf_medium_approved,628,approved from medium possible additions,,
лигнин,approved,pdf_high_confidence,628,,,
лигнит,approved,pdf_high_confidence,628,,,
лимфни,approved,pdf_high_confidence,631,,,
линеал,approved,pdf_high_confidence,631,,,
линета,approved,pdf_medium_approved,631,approved from medium possible additions,,
лираст,approved,pdf_high_confidence,632,,,
лирика,approved,pdf_medium_approved,632,approved from medium possible additions,,
лисаст,approved,pdf_high_confidence,632,,,
лисиче,approved,pdf_high_confidence,633,,,
лискун,approved,pdf_high_confidence,633,,,
листар,approved,pdf_high_confidence,633,,,
листат,approved,pdf_high_confidence,633,,,
листаш,approved,pdf_high_confidence,633,,,
листић,approved,pdf_high_confidence,634,,,
литица,approved,pdf_medium_approved,634,approved from medium possible additions,,
личити,approved,pdf_high_confidence,636,,,
лишити,approved,pdf_medium_approved,636,approved from medium possible additions,,
лишћар,approved,pdf_high_confidence,636,,,
ловина,approved,pdf_medium_approved,637,approved from medium possible additions,,
ловити,approved,pdf_high_confidence,637,,,
ловчев,approved,pdf_high_confidence,637,,,
ложити,approved,pdf_high_confidence,638,,,
лозаст,approved,pdf_high_confidence,638,,,
локвањ,approved,pdf_high_confidence,639,,,
лолати,approved,pdf_medium_approved,640,approved from medium possible additions,,
ломити,approved,pdf_high_confidence,640,,,
ломљив,approved,pdf_high_confidence,640,,,
лончар,approved,pdf_high_confidence,641,,,
лоптин,approved,pdf_high_confidence,641,,,
лорњон,approved,pdf_high_confidence,641,,,
лосион,approved,pdf_high_confidence,642,,,
лугаст,approved,pdf_high_confidence,642,,,
лудаст,approved,pdf_high_confidence,643,,,
лудети,approved,pdf_medium_approved,643,approved from medium possible additions,,
лудост,approved,pdf_high_confidence,643,,,
лужаст,approved,pdf_high_confidence,643,,,
лужнат,approved,pdf_high_confidence,643,,,
лужник,approved,pdf_high_confidence,643,,,
лужњак,approved,pdf_high_confidence,643,,,
лукаст,approved,pdf_high_confidence,644,,,
луксуз,approved,pdf_medium_approved,644,approved from medium possible additions,,
лумпач,approved,pdf_high_confidence,644,,,
лупити,approved,pdf_high_confidence,645,,,
лустер,approved,pdf_medium_approved,645,approved from medium possible additions,,
луткар,approved,pdf_high_confidence,645,,,
луцнут,approved,pdf_high_confidence,646,,,
љескав,approved,pdf_high_confidence,647,,,
љуљаво,approved,pdf_medium_approved,649,approved from medium possible additions,,
љуљкав,approved,pdf_high_confidence,649,,,
љумати,approved,pdf_high_confidence,649,,,
љускав,approved,pdf_high_confidence,650,,,
љускаш,approved,pdf_high_confidence,650,,,
љуспав,approved,pdf_high_confidence,650,,,
магаре,approved,pdf_high_confidence,652,,,
маглен,approved,pdf_high_confidence,653,,,
маглин,approved,pdf_high_confidence,653,,,
магнат,approved,pdf_high_confidence,654,,,
магнум,approved,pdf_medium_approved,654,approved from medium possible additions,,
мадрац,approved,pdf_high_confidence,654,,,
мазало,approved,pdf_medium_approved,655,approved from medium possible additions,,
мазгар,approved,pdf_high_confidence,656,,,
мазгић,approved,pdf_high_confidence,656,,,
мазгов,approved,pdf_high_confidence,656,,,
максим,approved,pdf_medium_approved,659,approved from medium possible additions,,
малиша,approved,pdf_medium_approved,660,approved from medium possible additions,,
мангал,approved,pdf_high_confidence,663,,,
манган,approved,pdf_high_confidence,663,,,
мангуп,approved,pdf_medium_approved,663,approved from medium possible additions,,
мандал,approved,pdf_medium_approved,664,approved from medium possible additions,,
мандат,approved,pdf_high_confidence,664,,,
мантил,approved,pdf_high_confidence,666,,,
мануал,approved,pdf_high_confidence,666,,,
манути,approved,pdf_medium_approved,666,approved from medium possible additions,,
мањити,approved,pdf_medium_approved,666,approved from medium possible additions,,
мањкав,approved,pdf_high_confidence,666,,,
марабу,approved,pdf_high_confidence,666,,,
марљив,approved,pdf_high_confidence,668,,,
мартир,approved,pdf_high_confidence,668,,,
масакр,approved,pdf_medium_approved,669,approved from medium possible additions,,
масник,approved,pdf_high_confidence,670,,,
мастан,approved,pdf_high_confidence,670,,,
матроз,approved,pdf_high_confidence,673,,,
махнит,approved,pdf_high_confidence,674,,,
маштар,approved,pdf_high_confidence,676,,,
мевлуд,approved,pdf_medium_approved,677,approved from medium possible additions,,
мегдан,approved,pdf_high_confidence,677,,,
медаст,approved,pdf_high_confidence,678,,,
медити,approved,pdf_high_confidence,679,,,
међити,approved,pdf_high_confidence,679,,,
међник,approved,pdf_high_confidence,680,,,
мездра,approved,pdf_medium_approved,681,approved from medium possible additions,,
мекост,approved,pdf_high_confidence,682,,,
меланж,approved,pdf_high_confidence,683,,,
мелиса,approved,pdf_medium_approved,683,approved from medium possible additions,,
мемљив,approved,pdf_high_confidence,684,,,
мемоар,approved,pdf_high_confidence,684,,,
ментал,approved,pdf_high_confidence,685,,,
менхир,approved,pdf_high_confidence,685,,,
мерино,approved,pdf_medium_approved,686,approved from medium possible additions,,
мерица,approved,pdf_medium_approved,686,approved from medium possible additions,,
меркур,approved,pdf_medium_approved,687,approved from medium possible additions,,
мермер,approved,pdf_medium_approved,687,approved from medium possible additions,,
месити,approved,pdf_medium_approved,688,approved from medium possible additions,,
меснат,approved,pdf_high_confidence,688,,,
метати,approved,pdf_medium_approved,690,approved from medium possible additions,,
метеор,approved,pdf_high_confidence,691,,,
метлар,approved,pdf_high_confidence,691,,,
мечати,approved,pdf_high_confidence,693,,,
мечкар,approved,pdf_high_confidence,694,,,
мигати,approved,pdf_high_confidence,695,,,
микрдб,approved,pdf_high_confidence,695,,,
микрон,approved,pdf_high_confidence,696,,,
милети,approved,pdf_medium_approved,696,approved from medium possible additions,,
милион,approved,pdf_high_confidence,696,,,
милити,approved,pdf_high_confidence,697,,,
милоок,approved,pdf_high_confidence,697,,,
милост,approved,pdf_high_confidence,697,,,
милота,approved,pdf_medium_approved,698,approved from medium possible additions,,
миљети,approved,pdf_medium_approved,698,approved from medium possible additions,,
минули,approved,pdf_high_confidence,700,,,
миоцен,approved,pdf_high_confidence,700,,,
мирски,approved,pdf_high_confidence,702,,,
мисаон,approved,pdf_high_confidence,702,,,
мистик,approved,pdf_medium_approved,703,approved from medium possible additions,,
митинг,approved,pdf_medium_approved,703,approved from medium possible additions,,
митити,approved,pdf_high_confidence,703,,,
митски,approved,pdf_high_confidence,704,,,
мишаст,approved,pdf_high_confidence,704,,,
младар,approved,pdf_high_confidence,705,,,
младин,approved,pdf_high_confidence,706,,,
младић,approved,pdf_high_confidence,706,,,
млазић,approved,pdf_high_confidence,706,,,
млазни,approved,pdf_high_confidence,706,,,
млатач,approved,pdf_high_confidence,707,,,
млачан,approved,pdf_high_confidence,707,,,
млитав,approved,pdf_high_confidence,708,,,
млохав,approved,pdf_high_confidence,708,,,
модруљ,approved,pdf_high_confidence,712,,,
молбен,approved,pdf_high_confidence,714,,,
молити,approved,pdf_medium_approved,714,approved from medium possible additions,,
момчић,approved,pdf_high_confidence,715,,,
монарх,approved,pdf_high_confidence,715,,,
монден,approved,pdf_high_confidence,715,,,
монстр,approved,pdf_medium_approved,717,approved from medium possible additions,,
монсун,approved,pdf_high_confidence,717,,,
монтер,approved,pdf_high_confidence,717,,,
морина,approved,pdf_medium_approved,719,approved from medium possible additions,,
морион,approved,pdf_high_confidence,719,,,
