word,decision,source,page,note,hint,sort_order
сашрши,approved,pdf_medium_approved,976,approved from medium possible additions,,
сведен,approved,pdf_high_confidence,1177,,,
свезен,approved,pdf_high_confidence,1179,,,
свекар,approved,pdf_medium_approved,1178,approved from medium possible additions,,
свемоћ,approved,pdf_high_confidence,1178,,,
свечан,approved,pdf_high_confidence,1181,,,
свечар,approved,pdf_high_confidence,1181,,,
свибањ,approved,pdf_high_confidence,1182,,,
свилар,approved,pdf_high_confidence,1182,,,
свилен,approved,pdf_high_confidence,1182,,,
свињар,approved,pdf_high_confidence,1182,,,
свињац,approved,pdf_high_confidence,1182,,,
свињче,approved,pdf_high_confidence,1183,,,
свирац,approved,pdf_high_confidence,1183,,,
свирач,approved,pdf_high_confidence,1183,,,
свиреп,approved,pdf_high_confidence,1183,,,
свитак,approved,pdf_high_confidence,1183,,,
свитер,approved,pdf_medium_approved,1183,approved from medium possible additions,,
сводан,approved,pdf_high_confidence,1184,,,
сврдао,approved,pdf_high_confidence,1185,,,
свршен,approved,pdf_high_confidence,1185,,,
севдах,approved,pdf_high_confidence,1186,,,
седати,approved,pdf_medium_approved,1187,approved from medium possible additions,,
седити,approved,pdf_medium_approved,1188,approved from medium possible additions,,
седлар,approved,pdf_high_confidence,1188,,,
седмак,approved,pdf_high_confidence,1188,,,
секташ,approved,pdf_high_confidence,1190,,,
селски,approved,pdf_high_confidence,1191,,,
сензал,approved,pdf_high_confidence,1192,,,
сепаре,approved,pdf_high_confidence,1193,,,
сервал,approved,pdf_high_confidence,1194,,,
сервиз,approved,pdf_high_confidence,1194,,,
сервис,approved,pdf_high_confidence,1194,,,
сердар,approved,pdf_high_confidence,1194,,,
сиваст,approved,pdf_high_confidence,1196,,,
сивина,approved,pdf_medium_approved,1196,approved from medium possible additions,,
сивост,approved,pdf_high_confidence,1196,,,
сивоћа,approved,pdf_medium_approved,1196,approved from medium possible additions,,
сивуља,approved,pdf_medium_approved,1196,approved from medium possible additions,,
сигаст,approved,pdf_high_confidence,1196,,,
сигнал,approved,pdf_high_confidence,1196,,,
сиктав,approved,pdf_high_confidence,1197,,,
силити,approved,pdf_high_confidence,1198,,,
симбол,approved,pdf_high_confidence,1198,,,
символ,approved,pdf_high_confidence,1198,,,
сингав,approved,pdf_high_confidence,1199,,,
синчић,approved,pdf_high_confidence,1201,,,
сипати,approved,pdf_high_confidence,1201,,,
сипити,approved,pdf_high_confidence,1201,,,
сипкав,approved,pdf_high_confidence,1201,,,
сипљив,approved,pdf_high_confidence,1201,,,
сирило,approved,pdf_medium_approved,1201,approved from medium possible additions,,
сирити,approved,pdf_high_confidence,1201,,,
сирков,approved,pdf_high_confidence,1202,,,
сироти,approved,pdf_high_confidence,1202,,,
сироче,approved,pdf_high_confidence,1202,,,
сисаст,approved,pdf_high_confidence,1203,,,
сисати,approved,pdf_high_confidence,1203,,,
систем,approved,pdf_high_confidence,174,,,
ситаст,approved,pdf_high_confidence,1203,,,
ситача,approved,pdf_medium_approved,1203,approved from medium possible additions,,
ситити,approved,pdf_high_confidence,1203,,,
ситниш,approved,pdf_high_confidence,1204,,,
ситост,approved,pdf_high_confidence,1204,,,
скакач,approved,pdf_high_confidence,1206,,,
скањив,approved,pdf_high_confidence,1206,,,
сквика,approved,pdf_medium_approved,1207,approved from medium possible additions,,
скелар,approved,pdf_high_confidence,1207,,,
скитач,approved,pdf_high_confidence,1208,,,
скитња,approved,pdf_medium_approved,1208,approved from medium possible additions,,
скобаљ,approved,pdf_high_confidence,1209,,,
скочан,approved,pdf_high_confidence,1210,,,
скрхан,approved,pdf_high_confidence,1212,,,
скупни,approved,pdf_high_confidence,1213,,,
скучен,approved,pdf_high_confidence,1213,,,
слабић,approved,pdf_high_confidence,1213,,,
славан,approved,pdf_high_confidence,1214,,,
славен,approved,pdf_high_confidence,1214,,,
слагач,approved,pdf_high_confidence,1215,,,
сламен,approved,pdf_high_confidence,1215,,,
слапић,approved,pdf_high_confidence,1216,,,
слаткб,approved,pdf_high_confidence,1216,,,
слбвни,approved,pdf_high_confidence,1219,,,
слетни,approved,pdf_high_confidence,1217,,,
сливен,approved,pdf_high_confidence,1217,,,
сливни,approved,pdf_high_confidence,1217,,,
слинав,approved,pdf_high_confidence,1218,,,
сличан,approved,pdf_high_confidence,1218,,,
словак,approved,pdf_medium_approved,1219,approved from medium possible additions,,
словен,approved,pdf_medium_approved,1219,approved from medium possible additions,,
словце,approved,pdf_high_confidence,1219,,,
слоган,approved,pdf_high_confidence,1219,,,
сложан,approved,pdf_high_confidence,1219,,,
сложен,approved,pdf_high_confidence,1219,,,
сложив,approved,pdf_high_confidence,1219,,,
слонче,approved,pdf_high_confidence,1220,,,
слуган,approved,pdf_high_confidence,1220,,,
слузав,approved,pdf_high_confidence,1221,,,
смаљив,approved,pdf_high_confidence,1222,,,
смести,approved,pdf_medium_approved,1223,approved from medium possible additions,,
сметен,approved,pdf_high_confidence,1223,,,
смешак,approved,pdf_medium_approved,1223,approved from medium possible additions,,
смирен,approved,pdf_high_confidence,1224,,,
смисао,approved,pdf_high_confidence,1224,,,
смлата,approved,pdf_medium_approved,1224,approved from medium possible additions,,
смлети,approved,pdf_medium_approved,1224,approved from medium possible additions,,
смоков,approved,pdf_high_confidence,1225,,,
смолав,approved,pdf_high_confidence,1225,,,
смотак,approved,pdf_high_confidence,1225,,,
смотан,approved,pdf_high_confidence,1225,,,
смрзло,approved,pdf_high_confidence,1226,,,
смркао,approved,pdf_high_confidence,1226,,,
смртан,approved,pdf_high_confidence,1226,,,
смрчак,approved,pdf_high_confidence,1226,,,
смрчев,approved,pdf_high_confidence,1226,,,
смрчин,approved,pdf_high_confidence,1226,,,
смутан,approved,pdf_high_confidence,1227,,,
снимак,approved,pdf_high_confidence,1228,,,
снопић,approved,pdf_high_confidence,1228,,,
сокаче,approved,pdf_high_confidence,1229,,,
солара,approved,pdf_medium_approved,1229,approved from medium possible additions,,
солдат,approved,pdf_high_confidence,1230,,,
солити,approved,pdf_high_confidence,1230,,,
сомчић,approved,pdf_high_confidence,1230,,,
сопран,approved,pdf_high_confidence,1230,,,
сотона,approved,pdf_medium_approved,1231,approved from medium possible additions,,
спавач,approved,pdf_high_confidence,1232,,,
спазам,approved,pdf_high_confidence,1232,,,
спанаћ,approved,pdf_high_confidence,1232,,,
спаран,approved,pdf_high_confidence,1232,,,
спасти,approved,pdf_medium_approved,1232,approved from medium possible additions,,
списак,approved,pdf_high_confidence,1234,,,
спољни,approved,pdf_high_confidence,1235,,,
споран,approved,pdf_high_confidence,1236,,,
спринт,approved,pdf_medium_approved,1237,approved from medium possible additions,,
спужва,approved,pdf_medium_approved,1237,approved from medium possible additions,,
спутан,approved,pdf_high_confidence,1238,,,
сраман,approved,pdf_high_confidence,1238,,,
србити,approved,pdf_high_confidence,1239,,,
србљак,approved,pdf_high_confidence,1239,,,
срдити,approved,pdf_high_confidence,1239,,,
средњи,approved,pdf_high_confidence,1240,,,
срести,approved,pdf_medium_approved,1240,approved from medium possible additions,,
сретан,approved,pdf_high_confidence,1240,,,
срећан,approved,pdf_medium_approved,89,approved from medium possible additions,,
срећко,approved,pdf_medium_approved,1241,approved from medium possible additions,,
срмени,approved,pdf_high_confidence,1241,,,
срнаст,approved,pdf_high_confidence,1241,,,
срндак,approved,pdf_high_confidence,1241,,,
срндаћ,approved,pdf_high_confidence,1241,,,
сродан,approved,pdf_high_confidence,1241,,,
српаст,approved,pdf_high_confidence,1241,,,
српски,approved,pdf_high_confidence,1241,,,
стажер,approved,pdf_high_confidence,1243,,,
стазни,approved,pdf_high_confidence,1243,,,
стакло,approved,pdf_high_confidence,1244,,,
сталак,approved,pdf_high_confidence,1244,,,
стамен,approved,pdf_high_confidence,1244,,,
станак,approved,pdf_high_confidence,1244,,,
станар,approved,pdf_high_confidence,1244,,,
старац,approved,pdf_medium_approved,1245,approved from medium possible additions,,
стасит,approved,pdf_high_confidence,1246,,,
стасић,approved,pdf_high_confidence,1246,,,
статуа,approved,pdf_medium_approved,1247,approved from medium possible additions,,
статут,approved,pdf_high_confidence,1247,,,
стезач,approved,pdf_high_confidence,1248,,,
стењак,approved,pdf_medium_approved,1248,approved from medium possible additions,,
степен,approved,pdf_high_confidence,1248,,,
стерео,approved,pdf_medium_approved,1248,approved from medium possible additions,,
стећак,approved,pdf_high_confidence,1249,,,
стихар,approved,pdf_high_confidence,1250,,,
стожић,approved,pdf_high_confidence,1251,,,
столар,approved,pdf_high_confidence,1251,,,
столић,approved,pdf_high_confidence,1251,,,
стомак,approved,pdf_high_confidence,1251,,,
сточан,approved,pdf_high_confidence,1252,,,
сточар,approved,pdf_medium_approved,1252,approved from medium possible additions,,
стрван,approved,pdf_high_confidence,1254,,,
стрвен,approved,pdf_high_confidence,1254,,,
стреха,approved,pdf_medium_approved,1255,approved from medium possible additions,,
стрика,approved,pdf_high_confidence,1255,,,
стрман,approved,pdf_high_confidence,1256,,,
стрмни,approved,pdf_high_confidence,1256,,,
стрнат,approved,pdf_high_confidence,1256,,,
стрнаш,approved,pdf_high_confidence,1256,,,
струма,approved,pdf_medium_approved,1258,approved from medium possible additions,,
стршав,approved,pdf_high_confidence,1259,,,
стубао,approved,pdf_high_confidence,1259,,,
стубац,approved,pdf_medium_approved,1259,approved from medium possible additions,,
стубић,approved,pdf_high_confidence,1259,,,
стубни,approved,pdf_high_confidence,1259,,,
студан,approved,pdf_high_confidence,1259,,,
ступак,approved,pdf_high_confidence,1260,,,
ступањ,approved,pdf_high_confidence,1260,,,
ступац,approved,pdf_medium_approved,1260,approved from medium possible additions,,
ступић,approved,pdf_high_confidence,1260,,,
ступни,approved,pdf_high_confidence,1260,,,
стухаћ,approved,pdf_high_confidence,1260,,,
сувача,approved,pdf_medium_approved,1261,approved from medium possible additions,,
суводо,approved,pdf_high_confidence,1262,,,
сузити,approved,pdf_high_confidence,1264,,,
сукљав,approved,pdf_high_confidence,1265,,,
сукнар,approved,pdf_high_confidence,1265,,,
сулфат,approved,pdf_high_confidence,1266,,,
суљати,approved,pdf_high_confidence,1266,,,
сумеса,approved,pdf_medium_approved,1266,approved from medium possible additions,,
сумица,approved,pdf_medium_approved,1266,approved from medium possible additions,,
сумлак,approved,pdf_high_confidence,1266,,,
сумњив,approved,pdf_high_confidence,1266,,,
сунчан,approved,pdf_high_confidence,1268,,,
суобао,approved,pdf_high_confidence,1268,,,
суосећ,approved,pdf_medium_approved,1268,approved from medium possible additions,,
сурина,approved,pdf_medium_approved,1270,approved from medium possible additions,,
сурово,approved,pdf_medium_approved,556,approved from medium possible additions,,
сустао,approved,pdf_high_confidence,1271,,,
сутоњи,approved,pdf_high_confidence,1272,,,
сухача,approved,pdf_medium_approved,1272,approved from medium possible additions,,
сухоћа,approved,pdf_medium_approved,1272,approved from medium possible additions,,
схемат,approved,pdf_high_confidence,1273,,,
сходан,approved,pdf_high_confidence,1274,,,
табати,approved,pdf_high_confidence,1275,,,
табиња,approved,pdf_medium_approved,1275,approved from medium possible additions,,
таблет,approved,pdf_high_confidence,1275,,,
таблић,approved,pdf_high_confidence,1275,,,
табуре,approved,pdf_high_confidence,1275,,,
тажити,approved,pdf_medium_approved,1276,approved from medium possible additions,,
такмац,approved,pdf_high_confidence,1277,,,
тактни,approved,pdf_high_confidence,1278,,,
тандем,approved,pdf_high_confidence,1280,,,
таптав,approved,pdf_high_confidence,1281,,,
тарана,approved,pdf_medium_approved,1281,approved from medium possible additions,,
тарифа,approved,pdf_medium_approved,1281,approved from medium possible additions,,
тафтан,approved,pdf_high_confidence,1282,,,
тваран,approved,pdf_high_confidence,1282,,,
творан,approved,pdf_high_confidence,1283,,,
творац,approved,pdf_high_confidence,1283,,,
тврђан,approved,pdf_high_confidence,1284,,,
театар,approved,pdf_high_confidence,1284,,,
тегљач,approved,pdf_high_confidence,1284,,,
тегљив,approved,pdf_high_confidence,1284,,,
тежати,approved,pdf_high_confidence,1285,,,
тежити,approved,pdf_high_confidence,1285,,,
теизам,approved,pdf_high_confidence,1285,,,
тектит,approved,pdf_high_confidence,1286,,,
тектон,approved,pdf_high_confidence,1286,,,
текући,approved,pdf_high_confidence,1286,,,
телекс,approved,pdf_medium_approved,1287,approved from medium possible additions,,
телећи,approved,pdf_high_confidence,1287,,,
теорба,approved,pdf_medium_approved,1289,approved from medium possible additions,,
тепати,approved,pdf_high_confidence,1290,,,
тепљив,approved,pdf_high_confidence,1290,,,
тераца,approved,pdf_medium_approved,1290,approved from medium possible additions,,
тефлон,approved,pdf_high_confidence,1294,,,
тефтер,approved,pdf_medium_approved,1294,approved from medium possible additions,,
тешкаш,approved,pdf_high_confidence,1295,,,
тигрић,approved,pdf_high_confidence,1295,,,
тимпан,approved,pdf_high_confidence,1296,,,
тинтан,approved,pdf_high_confidence,1296,,,
тинтен,approved,pdf_high_confidence,1296,,,
тињати,approved,pdf_high_confidence,1296,,,
типски,approved,pdf_high_confidence,1297,,,
тиркиз,approved,pdf_high_confidence,1297,,,
тискар,approved,pdf_medium_approved,1297,approved from medium possible additions,,
тисући,approved,pdf_high_confidence,1297,,,
титрав,approved,pdf_high_confidence,1298,,,
тићити,approved,pdf_medium_approved,1298,approved from medium possible additions,,
тишати,approved,pdf_medium_approved,1298,approved from medium possible additions,,
тишлер,approved,pdf_medium_approved,1298,approved from medium possible additions,,
ткачки,approved,pdf_high_confidence,1299,,,
ткивни,approved,pdf_high_confidence,1299,,,
тлапња,approved,pdf_medium_approved,1299,approved from medium possible additions,,
тлачни,approved,pdf_high_confidence,1299,,,
тлоцрт,approved,pdf_medium_approved,1299,approved from medium possible additions,,
тмичан,approved,pdf_high_confidence,1299,,,
тморан,approved,pdf_high_confidence,1299,,,
тмушав,approved,pdf_high_confidence,1299,,,
тмушан,approved,pdf_high_confidence,1299,,,
товити,approved,pdf_high_confidence,1300,,,
товник,approved,pdf_high_confidence,1300,,,
токата,approved,pdf_medium_approved,1300,approved from medium possible additions,,
токсин,approved,pdf_high_confidence,1300,,,
толити,approved,pdf_high_confidence,1301,,,
толуол,approved,pdf_high_confidence,1301,,,
томити,approved,pdf_high_confidence,1301,,,
тонски,approved,pdf_high_confidence,1301,,,
тонути,approved,pdf_medium_approved,1301,approved from medium possible additions,,
тоњати,approved,pdf_high_confidence,1301,,,
топити,approved,pdf_high_confidence,1302,,,
топлик,approved,pdf_high_confidence,1302,,,
топљив,approved,pdf_high_confidence,1302,,,
торбак,approved,pdf_high_confidence,1303,,,
торбар,approved,pdf_high_confidence,1303,,,
торина,approved,pdf_medium_approved,1303,approved from medium possible additions,,
торити,approved,pdf_high_confidence,1303,,,
тоцило,approved,pdf_medium_approved,1304,approved from medium possible additions,,
точити,approved,pdf_high_confidence,1304,,,
точкић,approved,pdf_high_confidence,1304,,,
травањ,approved,pdf_high_confidence,1304,,,
травар,approved,pdf_high_confidence,1304,,,
трагед,approved,pdf_high_confidence,1305,,,
траљав,approved,pdf_high_confidence,1306,,,
трапав,approved,pdf_high_confidence,1308,,,
трасат,approved,pdf_high_confidence,1309,,,
трахнт,approved,pdf_high_confidence,1309,,,
трахом,approved,pdf_high_confidence,1309,,,
трачак,approved,pdf_high_confidence,1309,,,
трачер,approved,pdf_medium_approved,1309,approved from medium possible additions,,
тргати,approved,pdf_high_confidence,1310,,,
трезно,approved,pdf_medium_approved,1311,approved from medium possible additions,,
трезор,approved,pdf_high_confidence,1311,,,
тресав,approved,pdf_high_confidence,1312,,,
трести,approved,pdf_medium_approved,1313,approved from medium possible additions,,
трећак,approved,pdf_high_confidence,1313,,,
трефов,approved,pdf_high_confidence,1313,,,
трибун,approved,pdf_high_confidence,1314,,,
тринав,approved,pdf_high_confidence,1315,,,
трином,approved,pdf_high_confidence,1315,,,
тритон,approved,pdf_high_confidence,1316,,,
тричав,approved,pdf_high_confidence,1316,,,
тркаћи,approved,pdf_high_confidence,1316,,,
трлити,approved,pdf_high_confidence,1317,,,
трнути,approved,pdf_high_confidence,1317,,,
тровач,approved,pdf_high_confidence,1317,,,
трогод,approved,pdf_high_confidence,1317,,,
трозуб,approved,pdf_high_confidence,1318,,,
троног,approved,pdf_high_confidence,1319,,,
тропар,approved,pdf_high_confidence,1319,,,
троред,approved,pdf_high_confidence,1320,,,
тророг,approved,pdf_high_confidence,1320,,,
трошак,approved,pdf_high_confidence,1320,,,
трошан,approved,pdf_high_confidence,1320,,,
трпљив,approved,pdf_high_confidence,1321,,,
трсити,approved,pdf_high_confidence,1321,,,
трскан,approved,pdf_high_confidence,1321,,,
трскар,approved,pdf_high_confidence,1321,,,
трсков,approved,pdf_high_confidence,1321,,,
трснат,approved,pdf_high_confidence,1321,,,
тртаст,approved,pdf_high_confidence,1321,,,
трубач,approved,pdf_high_confidence,1322,,,
труљав,approved,pdf_high_confidence,1322,,,
трунак,approved,pdf_high_confidence,1323,,,
трунић,approved,pdf_high_confidence,1323,,,
трунка,approved,pdf_medium_approved,1323,approved from medium possible additions,,
труњав,approved,pdf_high_confidence,1323,,,
трупач,approved,pdf_high_confidence,1323,,,
трупић,approved,pdf_high_confidence,1323,,,
трупни,approved,pdf_high_confidence,1323,,,
трусак,approved,pdf_high_confidence,1323,,,
трусан,approved,pdf_high_confidence,1323,,,
трутов,approved,pdf_high_confidence,1323,,,
трчати,approved,pdf_high_confidence,1323,,,
тубаст,approved,pdf_high_confidence,1324,,,
тужити,approved,pdf_high_confidence,1325,,,
тузлак,approved,pdf_high_confidence,1325,,,
тукнут,approved,pdf_high_confidence,1325,,,
тулити,approved,pdf_high_confidence,1326,,,
тумбео,approved,pdf_high_confidence,1326,,,
тунара,approved,pdf_medium_approved,1326,approved from medium possible additions,,
туњара,approved,pdf_medium_approved,1326,approved from medium possible additions,,
туњкав,approved,pdf_high_confidence,1326,,,
тупаст,approved,pdf_high_confidence,1327,,,
тупити,approved,pdf_high_confidence,1327,,,
тупост,approved,pdf_high_confidence,1327,,,
турбан,approved,pdf_high_confidence,1327,,,
турити,approved,pdf_high_confidence,1328,,,
турмар,approved,pdf_high_confidence,1328,,,
турнир,approved,pdf_high_confidence,1328,,,
турски,approved,pdf_high_confidence,1328,,,
туцати,approved,pdf_high_confidence,1329,,,
тучити,approved,pdf_high_confidence,1330,,,
ћакнут,approved,pdf_high_confidence,1331,,,
ћапити,approved,pdf_high_confidence,1331,,,
ћарити,approved,pdf_medium_approved,1331,approved from medium possible additions,,
ћемане,approved,pdf_high_confidence,1331,,,
ћопати,approved,pdf_medium_approved,1332,approved from medium possible additions,,
ћубаст,approved,pdf_high_confidence,1333,,,
ћудљив,approved,pdf_high_confidence,1333,,,
ћукати,approved,pdf_high_confidence,1333,,,
ћурлин,approved,pdf_high_confidence,1333,,,
ћутило,approved,pdf_medium_approved,1334,approved from medium possible additions,,
ћутљив,approved,pdf_high_confidence,1334,,,
ћушати,approved,pdf_high_confidence,1334,,,
ћушити,approved,pdf_high_confidence,1334,,,
ћушнут,approved,pdf_high_confidence,1334,,,
убирач,approved,pdf_high_confidence,1336,,,
убожан,approved,pdf_high_confidence,1337,,,
убости,approved,pdf_medium_approved,1337,approved from medium possible additions,,
убуђао,approved,pdf_high_confidence,1338,,,
уважен,approved,pdf_high_confidence,1338,,,
уванце,approved,pdf_high_confidence,1338,,,
увезак,approved,pdf_high_confidence,1338,,,
увенуо,approved,pdf_high_confidence,1339,,,
увенце,approved,pdf_high_confidence,1339,,,
увести,approved,pdf_medium_approved,1129,approved from medium possible additions,,
увешце,approved,pdf_high_confidence,1339,,,
увитак,approved,pdf_high_confidence,1340,,,
уврети,approved,pdf_high_confidence,1341,,,
уврнут,approved,pdf_high_confidence,1341,,,
увршан,approved,pdf_high_confidence,1342,,,
увучен,approved,pdf_high_confidence,1342,,,
угађач,approved,pdf_high_confidence,1342,,,
угаони,approved,pdf_high_confidence,1342,,,
угасит,approved,pdf_high_confidence,1342,,,
угасли,approved,pdf_high_confidence,1343,,,
угибао,approved,pdf_high_confidence,1343,,,
угибач,approved,pdf_high_confidence,1343,,,
угљени,approved,pdf_high_confidence,1344,,,
угнати,approved,pdf_high_confidence,1344,,,
угодан,approved,pdf_high_confidence,1344,,,
удаљен,approved,pdf_high_confidence,1346,,,
ударач,approved,pdf_high_confidence,1346,,,
ударен,approved,pdf_high_confidence,1346,,,
ударни,approved,pdf_high_confidence,1347,,,
удесан,approved,pdf_high_confidence,1348,,,
удобан,approved,pdf_high_confidence,1348,,,
удован,approved,pdf_high_confidence,1348,,,
удовац,approved,pdf_high_confidence,1348,,,
удолит,approved,pdf_high_confidence,1348,,,
ужасан,approved,pdf_high_confidence,1349,,,
уждити,approved,pdf_high_confidence,1349,,,
ужитак,approved,pdf_high_confidence,1350,,,
узалуд,approved,pdf_medium_approved,1351,approved from medium possible additions,,
уздати,approved,pdf_high_confidence,1354,,,
уздићи,approved,pdf_medium_approved,1354,approved from medium possible additions,,
узмаћи,approved,pdf_medium_approved,1356,approved from medium possible additions,,
узорит,approved,pdf_high_confidence,1357,,,
уимати,approved,pdf_high_confidence,1358,,,
укивач,approved,pdf_high_confidence,1360,,,
укидач,approved,pdf_high_confidence,1360,,,
укопни,approved,pdf_high_confidence,1361,,,
укочен,approved,pdf_high_confidence,1362,,,
укрцни,approved,pdf_high_confidence,1363,,,
укупан,approved,pdf_high_confidence,1363,,,
укусан,approved,pdf_high_confidence,1363,,,
улагач,approved,pdf_high_confidence,1363,,,
улазак,approved,pdf_high_confidence,1364,,,
улазни,approved,pdf_high_confidence,1364,,,
уљаник,approved,pdf_high_confidence,1366,,,
уљески,approved,pdf_high_confidence,1366,,,
уљудан,approved,pdf_high_confidence,1366,,,
умести,approved,pdf_medium_approved,1367,approved from medium possible additions,,
уметак,approved,pdf_high_confidence,1367,,,
уметач,approved,pdf_high_confidence,1367,,,
умилан,approved,pdf_high_confidence,1368,,,
умиљат,approved,pdf_high_confidence,1368,,,
умиран,approved,pdf_high_confidence,1368,,,
умирба,approved,pdf_medium_approved,1368,approved from medium possible additions,,
умност,approved,pdf_high_confidence,1369,,,
умокац,approved,pdf_high_confidence,1369,,,
умољив,approved,pdf_high_confidence,1369,,,
уморан,approved,pdf_high_confidence,1369,,,
умусти,approved,pdf_medium_approved,1370,approved from medium possible additions,,
унисон,approved,pdf_high_confidence,1372,,,
унучки,approved,pdf_high_confidence,1373,,,
уњкати,approved,pdf_high_confidence,1373,,,
уорити,approved,pdf_high_confidence,1374,,,
уочљив,approved,pdf_high_confidence,1374,,,
упадан,approved,pdf_high_confidence,1374,,,
упаљач,approved,pdf_high_confidence,1374,,,
упаљив,approved,pdf_high_confidence,1374,,,
упасти,approved,pdf_medium_approved,1375,approved from medium possible additions,,
уписан,approved,pdf_high_confidence,1375,,,
упитни,approved,pdf_high_confidence,1376,,,
уплата,approved,pdf_medium_approved,1376,approved from medium possible additions,,
упоран,approved,pdf_high_confidence,1377,,,
упрети,approved,pdf_medium_approved,1378,approved from medium possible additions,,
упртач,approved,pdf_high_confidence,1379,,,
упућен,approved,pdf_high_confidence,1379,,,
ураган,approved,pdf_high_confidence,1380,,,
уранит,approved,pdf_high_confidence,1380,,,
уранов,approved,pdf_high_confidence,1380,,,
урбани,approved,pdf_high_confidence,1380,,,
урвати,approved,pdf_high_confidence,1380,,,
урвина,approved,pdf_medium_approved,1380,approved from medium possible additions,,
уредан,approved,pdf_high_confidence,1380,,,
урмени,approved,pdf_high_confidence,1381,,,
урођен,approved,pdf_high_confidence,1381,,,
урочак,approved,pdf_high_confidence,1382,,,
урочан,approved,pdf_high_confidence,1382,,,
усељив,approved,pdf_high_confidence,1383,,,
усиљен,approved,pdf_high_confidence,1383,,,
усирак,approved,pdf_high_confidence,1383,,,
усисни,approved,pdf_high_confidence,1383,,,
ускост,approved,pdf_high_confidence,1384,,,
ускоћа,approved,pdf_medium_approved,1384,approved from medium possible additions,,
уснити,approved,pdf_high_confidence,1385,,,
успара,approved,pdf_medium_approved,1386,approved from medium possible additions,,
успети,approved,pdf_high_confidence,1386,,,
усрдан,approved,pdf_high_confidence,1388,,,
устока,approved,pdf_medium_approved,1389,approved from medium possible additions,,
устући,approved,pdf_medium_approved,1391,approved from medium possible additions,,
усудан,approved,pdf_high_confidence,1391,,,
усукан,approved,pdf_high_confidence,1391,,,
утажив,approved,pdf_high_confidence,1392,,,
утврда,approved,pdf_medium_approved,1392,approved from medium possible additions,,
утерус,approved,pdf_medium_approved,1393,approved from medium possible additions,,
утикач,approved,pdf_high_confidence,1393,,,
утирач,approved,pdf_high_confidence,1393,,,
утољив,approved,pdf_high_confidence,1394,,,
утужив,approved,pdf_high_confidence,1396,,,
утучен,approved,pdf_high_confidence,1396,,,
уходан,approved,pdf_high_confidence,1397,,,
уцкати,approved,pdf_high_confidence,1397,,,
учеван,approved,pdf_high_confidence,1398,,,
учењак,approved,pdf_high_confidence,1398,,,
ушенац,approved,pdf_high_confidence,1399,,,
фалити,approved,pdf_high_confidence,1402,,,
фараон,approved,pdf_high_confidence,1404,,,
фарбар,approved,pdf_medium_approved,1404,approved from medium possible additions,,
фармер,approved,pdf_high_confidence,1404,,,
фељтон,approved,pdf_high_confidence,1406,,,
ферман,approved,pdf_high_confidence,1406,,,
фибром,approved,pdf_high_confidence,1407,,,
фиксир,approved,pdf_high_confidence,1408,,,
фиксни,approved,pdf_high_confidence,1408,,,
филтар,approved,pdf_high_confidence,1410,,,
филцан,approved,pdf_high_confidence,1410,,,
филџан,approved,pdf_high_confidence,1410,,,
фимоза,approved,pdf_medium_approved,1410,approved from medium possible additions,,
финале,approved,pdf_high_confidence,1410,,,
фирнис,approved,pdf_medium_approved,1411,approved from medium possible additions,,
фискал,approved,pdf_high_confidence,1411,,,
фискус,approved,pdf_medium_approved,1411,approved from medium possible additions,,
фитнес,approved,pdf_medium_approved,1411,approved from medium possible additions,,
фланел,approved,pdf_high_confidence,1412,,,
флекав,approved,pdf_high_confidence,1412,,,
фонема,approved,pdf_medium_approved,1414,approved from medium possible additions,,
формат,approved,pdf_high_confidence,1415,,,
фосфат,approved,pdf_high_confidence,1416,,,
франак,approved,pdf_high_confidence,1418,,,
фратар,approved,pdf_high_confidence,1419,,,
фрљати,approved,pdf_high_confidence,1420,,,
фрљити,approved,pdf_high_confidence,1420,,,
фротир,approved,pdf_high_confidence,1420,,,
фрулар,approved,pdf_medium_approved,1421,approved from medium possible additions,,
фрцати,approved,pdf_high_confidence,1421,,,
фрчати,approved,pdf_high_confidence,1421,,,
фукати,approved,pdf_high_confidence,1421,,,
фургон,approved,pdf_high_confidence,1422,,,
фуруна,approved,pdf_medium_approved,1422,approved from medium possible additions,,
фуцати,approved,pdf_medium_approved,1423,approved from medium possible additions,,
хабати,approved,pdf_high_confidence,1424,,,
хамада,approved,pdf_medium_approved,1426,approved from medium possible additions,,
ханџар,approved,pdf_high_confidence,1426,,,
харпун,approved,pdf_high_confidence,1427,,,
хватач,approved,pdf_high_confidence,1429,,,
хербар,approved,pdf_high_confidence,1431,,,
хереза,approved,pdf_medium_approved,1431,approved from medium possible additions,,
херити,approved,pdf_medium_approved,1431,approved from medium possible additions,,
хетера,approved,pdf_medium_approved,1432,approved from medium possible additions,,
хидрат,approved,pdf_high_confidence,1433,,,
химбен,approved,pdf_high_confidence,1434,,,
хитати,approved,pdf_high_confidence,1436,,,
хитити,approved,pdf_medium_approved,1437,approved from medium possible additions,,
хладан,approved,pdf_high_confidence,1437,,,
хлађан,approved,pdf_high_confidence,1438,,,
хлорит,approved,pdf_high_confidence,1438,,,
хмељар,approved,pdf_high_confidence,1439,,,
хордаш,approved,pdf_high_confidence,1441,,,
хорист,approved,pdf_medium_approved,1441,approved from medium possible additions,,
хормон,approved,pdf_high_confidence,1441,,,
хостел,approved,pdf_high_confidence,1441,,,
храбар,approved,pdf_high_confidence,1442,,,
