word,decision,source,page,confidence,status,reason,hint,sort_order
накана,approved,pdf_candidate,758,medium,needs_review,lowercase-entry|previous-line-closed,,
накосо,approved,pdf_candidate,760,medium,needs_review,lowercase-entry|previous-line-closed,,
налећи,approved,pdf_candidate,762,medium,needs_review,lowercase-entry|previous-line-closed,,
намена,approved,pdf_candidate,764,medium,needs_review,lowercase-entry|previous-line-closed,,
нанети,approved,pdf_candidate,767,medium,needs_review,lowercase-entry|previous-line-closed,,
наособ,approved,pdf_candidate,768,medium,needs_review,lowercase-entry|previous-line-closed,,
напити,approved,pdf_candidate,770,medium,needs_review,lowercase-entry|previous-line-closed,,
напољу,approved,pdf_candidate,771,medium,needs_review,lowercase-entry|previous-line-closed,,
напући,approved,pdf_candidate,774,medium,needs_review,lowercase-entry|previous-line-closed,,
наранч,approved,pdf_candidate,775,medium,needs_review,lowercase-entry|previous-line-closed,,
насухо,approved,pdf_candidate,783,medium,needs_review,lowercase-entry|previous-line-closed,,
натећи,approved,pdf_candidate,784,medium,needs_review,lowercase-entry|previous-line-closed,,
нафтар,approved,pdf_candidate,790,medium,needs_review,lowercase-entry|previous-line-closed,,
нахеро,approved,pdf_candidate,790,medium,needs_review,lowercase-entry|previous-line-closed,,
нацист,approved,pdf_candidate,791,medium,needs_review,lowercase-entry|previous-line-closed,,
нбжице,deferred,pdf_candidate,826,medium,needs_review,lowercase-entry|previous-line-closed,,
небрат,approved,pdf_candidate,795,medium,needs_review,lowercase-entry|previous-line-closed,,
нежења,approved,pdf_candidate,799,medium,needs_review,lowercase-entry|previous-line-closed,,
нељуди,deferred,pdf_candidate,804,medium,needs_review,lowercase-entry|previous-line-closed,,
немати,approved,pdf_candidate,804,medium,needs_review,lowercase-entry|previous-line-closed,,
немоћа,approved,pdf_candidate,805,medium,needs_review,lowercase-entry|previous-line-closed,,
нераст,approved,pdf_candidate,814,medium,needs_review,lowercase-entry|previous-line-closed,,
нештун,approved,pdf_candidate,813,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
ницати,approved,pdf_candidate,823,medium,needs_review,lowercase-entry|previous-line-closed,,
норман,approved,pdf_candidate,827,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
носити,approved,pdf_candidate,827,medium,needs_review,lowercase-entry|previous-line-closed,,
носоња,approved,pdf_candidate,827,medium,needs_review,lowercase-entry|previous-line-closed,,
његово,deferred,pdf_candidate,1184,medium,needs_review,lowercase-entry|previous-line-closed,,
њемоћа,approved,pdf_candidate,830,medium,needs_review,lowercase-entry|previous-line-closed,,
обадва,deferred,pdf_candidate,831,medium,needs_review,lowercase-entry|previous-line-closed,,
обилат,approved,pdf_candidate,833,medium,needs_review,lowercase-entry|previous-line-closed,,
обично,deferred,pdf_candidate,834,medium,needs_review,lowercase-entry|previous-line-closed,,
обласш,deferred,pdf_candidate,130,medium,needs_review,lowercase-entry|previous-line-closed,,
облина,approved,pdf_candidate,835,medium,needs_review,lowercase-entry|previous-line-closed,,
облити,approved,pdf_candidate,835,medium,needs_review,lowercase-entry|previous-line-closed,,
обоист,approved,pdf_candidate,835,medium,needs_review,lowercase-entry|previous-line-closed,,
овално,deferred,pdf_candidate,838,medium,needs_review,lowercase-entry|previous-line-closed,,
оверач,approved,pdf_candidate,838,medium,needs_review,lowercase-entry|previous-line-closed,,
оврећи,approved,pdf_candidate,838,medium,needs_review,lowercase-entry|previous-line-closed,,
одбећи,approved,pdf_candidate,842,medium,needs_review,lowercase-entry|previous-line-closed,,
одвити,approved,pdf_candidate,843,medium,needs_review,lowercase-entry|previous-line-closed,,
одлити,approved,pdf_candidate,847,medium,needs_review,lowercase-entry|previous-line-closed,,
одмаћи,approved,pdf_candidate,847,medium,needs_review,lowercase-entry|previous-line-closed,,
одмоћи,approved,pdf_candidate,848,medium,needs_review,lowercase-entry|previous-line-closed,,
одонуд,deferred,pdf_candidate,849,medium,needs_review,lowercase-entry|previous-line-closed,,
одрећи,approved,pdf_candidate,850,medium,needs_review,lowercase-entry|previous-line-closed,,
октава,approved,pdf_candidate,859,medium,needs_review,lowercase-entry|previous-line-closed,,
омести,approved,pdf_candidate,862,medium,needs_review,lowercase-entry|previous-line-closed,,
омошач,deferred,pdf_candidate,437,medium,needs_review,lowercase-entry|previous-line-closed,,
ониско,deferred,pdf_candidate,863,medium,needs_review,lowercase-entry|previous-line-closed,,
опнаст,approved,pdf_candidate,866,medium,needs_review,lowercase-entry|previous-line-closed,,
опрати,approved,pdf_candidate,868,medium,needs_review,lowercase-entry|previous-line-closed,,
опрост,approved,pdf_candidate,868,medium,needs_review,lowercase-entry|previous-line-closed,,
опруга,approved,pdf_candidate,869,medium,needs_review,lowercase-entry|previous-line-closed,,
опшити,approved,pdf_candidate,871,medium,needs_review,lowercase-entry|previous-line-closed,,
орбита,approved,pdf_candidate,872,medium,needs_review,lowercase-entry|previous-line-closed,,
орфеум,approved,pdf_candidate,874,medium,needs_review,lowercase-entry|previous-line-closed,,
осмеро,deferred,pdf_candidate,879,medium,needs_review,lowercase-entry|previous-line-closed,,
оствар,approved,pdf_candidate,881,medium,needs_review,lowercase-entry|previous-line-closed,,
осшаши,deferred,pdf_candidate,434,medium,needs_review,lowercase-entry|previous-line-closed,,
отпити,approved,pdf_candidate,886,medium,needs_review,lowercase-entry|previous-line-closed,,
отрети,approved,pdf_candidate,888,medium,needs_review,lowercase-entry|previous-line-closed,,
отужан,approved,pdf_candidate,889,medium,needs_review,lowercase-entry|previous-line-closed,,
ошшрим,deferred,pdf_candidate,409,medium,needs_review,lowercase-entry|previous-line-closed,,
палити,approved,pdf_candidate,896,medium,needs_review,lowercase-entry|previous-line-closed,,
паника,approved,pdf_candidate,897,medium,needs_review,lowercase-entry|previous-line-closed,,
пастор,approved,pdf_candidate,904,medium,needs_review,lowercase-entry|previous-line-closed,,
патика,approved,pdf_candidate,904,medium,needs_review,lowercase-entry|previous-line-closed,,
патина,deferred,pdf_candidate,904,medium,needs_review,lowercase-entry|previous-line-closed,,
патник,approved,pdf_candidate,905,medium,needs_review,lowercase-entry|previous-line-closed,,
пашњак,approved,pdf_candidate,906,medium,needs_review,lowercase-entry|previous-line-closed,,
пелена,approved,pdf_candidate,908,medium,needs_review,lowercase-entry|previous-line-closed,,
пенџер,approved,pdf_candidate,909,medium,needs_review,lowercase-entry|previous-line-closed,,
пењати,approved,pdf_candidate,909,medium,needs_review,lowercase-entry|previous-line-closed,,
пепита,approved,pdf_candidate,909,medium,needs_review,lowercase-entry|previous-line-closed,,
перика,approved,pdf_candidate,909,medium,needs_review,lowercase-entry|previous-line-closed,,
печење,deferred,pdf_candidate,914,medium,needs_review,lowercase-entry|previous-line-closed,,
печити,approved,pdf_candidate,914,medium,needs_review,lowercase-entry|previous-line-closed,,
пивара,approved,pdf_candidate,914,medium,needs_review,lowercase-entry|previous-line-closed,,
пиксла,approved,pdf_candidate,915,medium,needs_review,lowercase-entry|previous-line-closed,,
пилинг,approved,pdf_candidate,915,medium,needs_review,lowercase-entry|previous-line-closed,,
пилити,approved,pdf_candidate,915,medium,needs_review,lowercase-entry|previous-line-closed,,
пинтер,approved,pdf_candidate,916,medium,needs_review,lowercase-entry|previous-line-closed,,
пиџама,approved,pdf_candidate,918,medium,needs_review,lowercase-entry|previous-line-closed,,
плесан,approved,pdf_candidate,921,medium,needs_review,lowercase-entry|previous-line-closed,,
плесна,approved,pdf_candidate,363,medium,needs_review,lowercase-entry|previous-line-closed,,
плести,approved,pdf_candidate,921,medium,needs_review,lowercase-entry|previous-line-closed,,
плетер,approved,pdf_candidate,922,medium,needs_review,lowercase-entry|previous-line-closed,,
плећка,approved,pdf_candidate,922,medium,needs_review,lowercase-entry|previous-line-closed,,
плитко,deferred,pdf_candidate,922,medium,needs_review,lowercase-entry|previous-line-closed,,
пловка,approved,pdf_candidate,923,medium,needs_review,lowercase-entry|previous-line-closed,,
плоска,approved,pdf_candidate,923,medium,needs_review,lowercase-entry|previous-line-closed,,
пљосно,deferred,pdf_candidate,924,medium,needs_review,lowercase-entry|previous-line-closed,,
побећи,approved,pdf_candidate,925,medium,needs_review,lowercase-entry|previous-line-closed,,
погром,approved,pdf_candidate,932,medium,needs_review,lowercase-entry|previous-line-closed,,
подвик,approved,pdf_candidate,934,medium,needs_review,lowercase-entry|previous-line-closed,,
подићи,approved,pdf_candidate,936,medium,needs_review,lowercase-entry|previous-line-closed,,
подмет,approved,pdf_candidate,937,medium,needs_review,lowercase-entry|previous-line-closed,,
подуст,approved,pdf_candidate,942,medium,needs_review,lowercase-entry|previous-line-closed,,
пожети,approved,pdf_candidate,943,medium,needs_review,lowercase-entry|previous-line-closed,,
полећи,approved,pdf_candidate,951,medium,needs_review,lowercase-entry|previous-line-closed,,
помаћи,approved,pdf_candidate,956,medium,needs_review,lowercase-entry|previous-line-closed,,
помоћи,approved,pdf_candidate,958,medium,needs_review,lowercase-entry|previous-line-closed,,
понети,approved,pdf_candidate,959,medium,needs_review,lowercase-entry|previous-line-closed,,
пониже,deferred,pdf_candidate,959,medium,needs_review,lowercase-entry|previous-line-closed,,
понићи,approved,pdf_candidate,959,medium,needs_review,lowercase-entry|previous-line-closed,,
понова,approved,pdf_candidate,959,medium,needs_review,lowercase-entry|previous-line-closed,,
попуна,approved,pdf_candidate,962,medium,needs_review,lowercase-entry|previous-line-closed,,
поради,deferred,pdf_candidate,962,medium,needs_review,lowercase-entry|previous-line-closed,,
порука,approved,pdf_candidate,964,medium,needs_review,lowercase-entry|previous-line-closed,,
посред,approved,pdf_candidate,968,medium,needs_review,lowercase-entry|previous-line-closed,,
посути,approved,pdf_candidate,971,medium,needs_review,lowercase-entry|previous-line-closed,,
потећи,approved,pdf_candidate,972,medium,needs_review,lowercase-entry|previous-line-closed,,
потрти,approved,pdf_candidate,976,medium,needs_review,lowercase-entry|previous-line-closed,,
потући,approved,pdf_candidate,825,medium,needs_review,lowercase-entry|previous-line-closed,,
похара,approved,pdf_candidate,978,medium,needs_review,lowercase-entry|previous-line-closed,,
почаст,approved,pdf_candidate,979,medium,needs_review,lowercase-entry|previous-line-closed,,
почути,approved,pdf_candidate,979,medium,needs_review,lowercase-entry|previous-line-closed,,
пралик,approved,pdf_candidate,984,medium,needs_review,lowercase-entry|previous-line-closed,,
прапор,approved,pdf_candidate,984,medium,needs_review,lowercase-entry|previous-line-closed,,
пргаво,deferred,pdf_candidate,987,medium,needs_review,lowercase-entry|previous-line-closed,,
прегор,approved,pdf_candidate,992,medium,needs_review,lowercase-entry|previous-line-closed,,
прекоп,approved,pdf_candidate,1000,medium,needs_review,lowercase-entry|previous-line-closed,,
премек,approved,pdf_candidate,1003,medium,needs_review,lowercase-entry|previous-line-closed,,
премер,approved,pdf_candidate,1003,medium,needs_review,lowercase-entry|previous-line-closed,,
премор,approved,pdf_candidate,1003,medium,needs_review,lowercase-entry|previous-line-closed,,
препек,approved,pdf_candidate,1006,medium,needs_review,lowercase-entry|previous-line-closed,,
прести,approved,pdf_candidate,1012,medium,needs_review,lowercase-entry|previous-line-closed,,
претих,approved,pdf_candidate,1014,medium,needs_review,lowercase-entry|previous-line-closed,,
придев,approved,pdf_candidate,1023,medium,needs_review,lowercase-entry|previous-line-closed,,
припев,approved,pdf_candidate,1031,medium,needs_review,lowercase-entry|previous-line-closed,,
припон,approved,pdf_candidate,1032,medium,needs_review,lowercase-entry|previous-line-closed,,
прозно,deferred,pdf_candidate,1047,medium,needs_review,lowercase-entry|previous-line-closed,,
прокос,approved,pdf_candidate,1050,medium,needs_review,lowercase-entry|previous-line-closed,,
пролаз,approved,pdf_candidate,1050,medium,needs_review,lowercase-entry|previous-line-closed,,
пропух,approved,pdf_candidate,1057,medium,needs_review,lowercase-entry|previous-line-closed,,
проров,approved,pdf_candidate,1058,medium,needs_review,lowercase-entry|previous-line-closed,,
против,deferred,pdf_candidate,1063,medium,needs_review,lowercase-entry|previous-line-closed,,
проток,approved,pdf_candidate,1064,medium,needs_review,lowercase-entry|previous-line-closed,,
прхати,approved,pdf_candidate,1071,medium,needs_review,lowercase-entry|previous-line-closed,,
прцати,approved,pdf_candidate,1071,medium,needs_review,lowercase-entry|previous-line-closed,,
псетар,approved,pdf_candidate,1072,medium,needs_review,lowercase-entry|previous-line-closed,,
пувало,approved,pdf_candidate,1073,medium,needs_review,lowercase-entry|previous-line-closed,,
пудљив,deferred,pdf_candidate,1074,medium,needs_review,lowercase-entry|previous-line-closed,,
пузати,approved,pdf_candidate,1074,medium,needs_review,lowercase-entry|previous-line-closed,,
пуница,approved,pdf_candidate,1075,medium,needs_review,lowercase-entry|previous-line-closed,,
пушара,approved,pdf_candidate,1080,medium,needs_review,lowercase-entry|previous-line-closed,,
рабити,approved,pdf_candidate,1082,medium,needs_review,lowercase-entry|previous-line-closed,,
радити,approved,pdf_candidate,1418,medium,needs_review,lowercase-entry|previous-line-closed,,
разбор,approved,pdf_candidate,1090,medium,needs_review,lowercase-entry|previous-line-closed,,
развоз,approved,pdf_candidate,1092,medium,needs_review,lowercase-entry|previous-line-closed,,
разина,approved,pdf_candidate,1098,medium,needs_review,lowercase-entry|previous-line-closed,,
разићи,approved,pdf_candidate,1098,medium,needs_review,lowercase-entry|previous-line-closed,,
ракита,approved,pdf_candidate,1106,medium,needs_review,lowercase-entry|previous-line-closed,,
ранљив,deferred,pdf_candidate,1108,medium,needs_review,lowercase-entry|previous-line-closed,,
ранчер,approved,pdf_candidate,1108,medium,needs_review,lowercase-entry|previous-line-closed,,
рашити,approved,pdf_candidate,1123,medium,needs_review,lowercase-entry|previous-line-closed,,
реално,deferred,pdf_candidate,1126,medium,needs_review,lowercase-entry|previous-line-closed,,
редати,approved,pdf_candidate,1129,medium,needs_review,lowercase-entry|previous-line-closed,,
рекорд,approved,pdf_candidate,1134,medium,needs_review,lowercase-entry|previous-line-closed,,
репоња,approved,pdf_candidate,1138,medium,needs_review,lowercase-entry|previous-line-closed,,
ретина,approved,pdf_candidate,1141,medium,needs_review,lowercase-entry|previous-line-closed,,
речито,deferred,pdf_candidate,1144,medium,needs_review,lowercase-entry|previous-line-closed,,
решити,approved,pdf_candidate,1145,medium,needs_review,lowercase-entry|previous-line-closed,,
риђуша,approved,pdf_candidate,1146,medium,needs_review,lowercase-entry|previous-line-closed,,
рижото,approved,pdf_candidate,1146,medium,needs_review,lowercase-entry|previous-line-closed,,
римско,deferred,pdf_candidate,982,medium,needs_review,lowercase-entry|previous-line-closed,,
рисати,approved,pdf_candidate,1147,medium,needs_review,lowercase-entry|previous-line-closed,,
ритати,approved,pdf_candidate,1147,medium,needs_review,lowercase-entry|previous-line-closed,,
рокада,approved,pdf_candidate,1150,medium,needs_review,lowercase-entry|previous-line-closed,,
рудети,approved,pdf_candidate,1153,medium,needs_review,lowercase-entry|previous-line-closed,,
рудина,approved,pdf_candidate,1153,medium,needs_review,lowercase-entry|previous-line-closed,,
румено,approved,pdf_candidate,1156,medium,needs_review,lowercase-entry|previous-line-closed,,
ручати,approved,pdf_candidate,1158,medium,needs_review,lowercase-entry|previous-line-closed,,
сабљар,approved,pdf_candidate,1160,medium,needs_review,lowercase-entry|previous-line-closed,,
савити,approved,pdf_candidate,1161,medium,needs_review,lowercase-entry|previous-line-closed,,
садити,approved,pdf_candidate,1163,medium,needs_review,lowercase-entry|previous-line-closed,,
сазути,deferred,pdf_candidate,1164,medium,needs_review,lowercase-entry|previous-line-closed,,
салчић,approved,pdf_candidate,1165,medium,needs_review,lowercase-entry|previous-line-closed,,
самоћа,approved,pdf_candidate,460,medium,needs_review,lowercase-entry|previous-line-closed,,
санано,deferred,pdf_candidate,1170,medium,needs_review,lowercase-entry|previous-line-closed,,
санети,approved,pdf_candidate,1171,medium,needs_review,lowercase-entry|previous-line-closed,,
сасшав,deferred,pdf_candidate,1299,medium,needs_review,lowercase-entry|previous-line-closed,,
сатара,approved,pdf_candidate,1174,medium,needs_review,lowercase-entry|previous-line-closed,,
сатљик,approved,pdf_candidate,1174,medium,needs_review,lowercase-entry|previous-line-closed,,
сатрти,approved,pdf_candidate,1174,medium,needs_review,lowercase-entry|previous-line-closed,,
сашрши,approved,pdf_candidate,976,medium,needs_review,lowercase-entry|previous-line-closed,,
свежањ,deferred,pdf_candidate,1177,medium,needs_review,lowercase-entry|previous-line-closed,,
свекар,approved,pdf_candidate,1178,medium,needs_review,lowercase-entry|previous-line-closed,,
свеопћ,deferred,pdf_candidate,1178,medium,needs_review,lowercase-entry|previous-line-closed,,
свесно,deferred,pdf_candidate,1178,medium,needs_review,lowercase-entry|previous-line-closed,,
свикло,deferred,pdf_candidate,1182,medium,needs_review,lowercase-entry|previous-line-closed,,
свитер,approved,pdf_candidate,1183,medium,needs_review,lowercase-entry|previous-line-closed,,
седати,approved,pdf_candidate,1187,medium,needs_review,lowercase-entry|previous-line-closed,,
седити,approved,pdf_candidate,1188,medium,needs_review,lowercase-entry|previous-line-closed,,
сеоска,deferred,pdf_candidate,940,medium,needs_review,lowercase-entry|previous-line-closed,,
сивина,approved,pdf_candidate,1196,medium,needs_review,lowercase-entry|previous-line-closed,,
сивоћа,approved,pdf_candidate,1196,medium,needs_review,lowercase-entry|previous-line-closed,,
сивуља,approved,pdf_candidate,1196,medium,needs_review,lowercase-entry|previous-line-closed,,
сирава,deferred,pdf_candidate,660,medium,needs_review,lowercase-entry|previous-line-closed,,
сирило,approved,pdf_candidate,1201,medium,needs_review,lowercase-entry|previous-line-closed,,
ситача,approved,pdf_candidate,1203,medium,needs_review,lowercase-entry|previous-line-closed,,
скбнто,deferred,pdf_candidate,1209,medium,needs_review,lowercase-entry|previous-line-closed,,
сквика,approved,pdf_candidate,1207,medium,needs_review,lowercase-entry|previous-line-closed,,
скитња,approved,pdf_candidate,1208,medium,needs_review,lowercase-entry|previous-line-closed,,
скозна,deferred,pdf_candidate,1209,medium,needs_review,lowercase-entry|previous-line-closed,,
скочно,deferred,pdf_candidate,1210,medium,needs_review,lowercase-entry|previous-line-closed,,
славни,deferred,pdf_candidate,559,medium,needs_review,lowercase-entry|previous-line-closed,,
славно,deferred,pdf_candidate,1214,medium,needs_review,lowercase-entry|previous-line-closed,,
слично,deferred,pdf_candidate,1218,medium,needs_review,lowercase-entry|previous-line-closed,,
словак,approved,pdf_candidate,1219,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
словен,approved,pdf_candidate,1219,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
служби,deferred,pdf_candidate,727,medium,needs_review,lowercase-entry|previous-line-closed,,
смацна,deferred,pdf_candidate,1222,medium,needs_review,lowercase-entry|previous-line-closed,,
смеоно,deferred,pdf_candidate,1223,medium,needs_review,lowercase-entry|previous-line-closed,,
смести,approved,pdf_candidate,1223,medium,needs_review,lowercase-entry|previous-line-closed,,
смешак,approved,pdf_candidate,1223,medium,needs_review,lowercase-entry|previous-line-closed,,
смионо,deferred,pdf_candidate,1224,medium,needs_review,lowercase-entry|previous-line-closed,,
смлата,approved,pdf_candidate,1224,medium,needs_review,lowercase-entry|previous-line-closed,,
смлети,approved,pdf_candidate,1224,medium,needs_review,lowercase-entry|previous-line-closed,,
смршна,deferred,pdf_candidate,138,medium,needs_review,lowercase-entry|previous-line-closed,,
солара,approved,pdf_candidate,1229,medium,needs_review,lowercase-entry|previous-line-closed,,
сотона,approved,pdf_candidate,1231,medium,needs_review,lowercase-entry|previous-line-closed,,
спасти,approved,pdf_candidate,1232,medium,needs_review,lowercase-entry|previous-line-closed,,
спринт,approved,pdf_candidate,1237,medium,needs_review,lowercase-entry|previous-line-closed,,
спужва,approved,pdf_candidate,1237,medium,needs_review,lowercase-entry|previous-line-closed,,
срамно,deferred,pdf_candidate,970,medium,needs_review,lowercase-entry|previous-line-closed,,
срести,approved,pdf_candidate,1240,medium,needs_review,lowercase-entry|previous-line-closed,,
срећан,approved,pdf_candidate,89,medium,needs_review,lowercase-entry|previous-line-closed,,
срећко,approved,pdf_candidate,1241,medium,needs_review,lowercase-entry|previous-line-closed,,
срећом,deferred,pdf_candidate,1241,medium,needs_review,lowercase-entry|previous-line-closed,,
српска,deferred,pdf_candidate,253,medium,needs_review,lowercase-entry|previous-line-closed,,
старац,approved,pdf_candidate,1245,medium,needs_review,lowercase-entry|previous-line-closed,,
статуа,approved,pdf_candidate,1247,medium,needs_review,lowercase-entry|previous-line-closed,,
стењак,approved,pdf_candidate,1248,medium,needs_review,lowercase-entry|previous-line-closed,,
стеона,deferred,pdf_candidate,1248,medium,needs_review,lowercase-entry|previous-line-closed,,
стерео,approved,pdf_candidate,1248,medium,needs_review,lowercase-entry|previous-line-closed,,
стољет,deferred,pdf_candidate,1251,medium,needs_review,lowercase-entry|previous-line-closed,,
сточар,approved,pdf_candidate,1252,medium,needs_review,lowercase-entry|previous-line-closed,,
стреха,approved,pdf_candidate,1255,medium,needs_review,lowercase-entry|previous-line-closed,,
струма,approved,pdf_candidate,1258,medium,needs_review,lowercase-entry|previous-line-closed,,
стубац,approved,pdf_candidate,1259,medium,needs_review,lowercase-entry|previous-line-closed,,
ступац,approved,pdf_candidate,1260,medium,needs_review,lowercase-entry|previous-line-closed,,
сувача,approved,pdf_candidate,1261,medium,needs_review,lowercase-entry|previous-line-closed,,
судска,deferred,pdf_candidate,149,medium,needs_review,lowercase-entry|previous-line-closed,,
сумеса,approved,pdf_candidate,1266,medium,needs_review,lowercase-entry|previous-line-closed,,
сумица,approved,pdf_candidate,1266,medium,needs_review,lowercase-entry|previous-line-closed,,
сунчев,deferred,pdf_candidate,1268,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
суосећ,approved,pdf_candidate,1268,medium,needs_review,lowercase-entry|previous-line-closed,,
супатн,deferred,pdf_candidate,1268,medium,needs_review,lowercase-entry|previous-line-closed,,
супутн,deferred,pdf_candidate,1270,medium,needs_review,lowercase-entry|previous-line-closed,,
сурина,approved,pdf_candidate,1270,medium,needs_review,lowercase-entry|previous-line-closed,,
сурово,approved,pdf_candidate,556,medium,needs_review,lowercase-entry|previous-line-closed,,
сутећи,deferred,pdf_candidate,1272,medium,needs_review,lowercase-entry|previous-line-closed,,
сухача,approved,pdf_candidate,1272,medium,needs_review,lowercase-entry|previous-line-closed,,
сухоћа,approved,pdf_candidate,1272,medium,needs_review,lowercase-entry|previous-line-closed,,
сходно,deferred,pdf_candidate,1274,medium,needs_review,lowercase-entry|previous-line-closed,,
сшашус,deferred,pdf_candidate,209,medium,needs_review,lowercase-entry|previous-line-closed,,
сшочно,deferred,pdf_candidate,362,medium,needs_review,lowercase-entry|previous-line-closed,,
сшрани,deferred,pdf_candidate,787,medium,needs_review,lowercase-entry|previous-line-closed,,
табиња,approved,pdf_candidate,1275,medium,needs_review,lowercase-entry|previous-line-closed,,
тажити,approved,pdf_candidate,1276,medium,needs_review,lowercase-entry|previous-line-closed,,
тарана,approved,pdf_candidate,1281,medium,needs_review,lowercase-entry|previous-line-closed,,
тарифа,approved,pdf_candidate,1281,medium,needs_review,lowercase-entry|previous-line-closed,,
ташист,deferred,pdf_candidate,1282,medium,needs_review,lowercase-entry|previous-line-closed,,
телекс,approved,pdf_candidate,1287,medium,needs_review,lowercase-entry|previous-line-closed,,
теорба,approved,pdf_candidate,1289,medium,needs_review,lowercase-entry|previous-line-closed,,
тераца,approved,pdf_candidate,1290,medium,needs_review,lowercase-entry|previous-line-closed,,
тетреб,deferred,pdf_candidate,1294,medium,needs_review,lowercase-entry|previous-line-closed,,
тефтер,approved,pdf_candidate,1294,medium,needs_review,lowercase-entry|previous-line-closed,,
тискар,approved,pdf_candidate,1297,medium,needs_review,lowercase-entry|previous-line-closed,,
тићити,approved,pdf_candidate,1298,medium,needs_review,lowercase-entry|previous-line-closed,,
тишати,approved,pdf_candidate,1298,medium,needs_review,lowercase-entry|previous-line-closed,,
тишлер,approved,pdf_candidate,1298,medium,needs_review,lowercase-entry|previous-line-closed,,
тлапња,approved,pdf_candidate,1299,medium,needs_review,lowercase-entry|previous-line-closed,,
тлоцрт,approved,pdf_candidate,1299,medium,needs_review,lowercase-entry|previous-line-closed,,
токата,approved,pdf_candidate,1300,medium,needs_review,lowercase-entry|previous-line-closed,,
тонути,approved,pdf_candidate,1301,medium,needs_review,lowercase-entry|previous-line-closed,,
торина,approved,pdf_candidate,1303,medium,needs_review,lowercase-entry|previous-line-closed,,
тоцило,approved,pdf_candidate,1304,medium,needs_review,lowercase-entry|previous-line-closed,,
трачер,approved,pdf_candidate,1309,medium,needs_review,lowercase-entry|previous-line-closed,,
трезно,approved,pdf_candidate,1311,medium,needs_review,lowercase-entry|previous-line-closed,,
трести,approved,pdf_candidate,1313,medium,needs_review,lowercase-entry|previous-line-closed,,
трипло,deferred,pdf_candidate,1316,medium,needs_review,lowercase-entry|previous-line-closed,,
трипут,deferred,pdf_candidate,1316,medium,needs_review,lowercase-entry|previous-line-closed,,
трунка,approved,pdf_candidate,1323,medium,needs_review,lowercase-entry|previous-line-closed,,
тунара,approved,pdf_candidate,1326,medium,needs_review,lowercase-entry|previous-line-closed,,
туњара,approved,pdf_candidate,1326,medium,needs_review,lowercase-entry|previous-line-closed,,
ћарити,approved,pdf_candidate,1331,medium,needs_review,lowercase-entry|previous-line-closed,,
ћопати,approved,pdf_candidate,1332,medium,needs_review,lowercase-entry|previous-line-closed,,
ћутило,approved,pdf_candidate,1334,medium,needs_review,lowercase-entry|previous-line-closed,,
убитно,deferred,pdf_candidate,1336,medium,needs_review,lowercase-entry|previous-line-closed,,
уближе,deferred,pdf_candidate,1337,medium,needs_review,lowercase-entry|previous-line-closed,,
убости,approved,pdf_candidate,1337,medium,needs_review,lowercase-entry|previous-line-closed,,
увести,approved,pdf_candidate,1129,medium,needs_review,lowercase-entry|previous-line-closed,,
ужњети,deferred,pdf_candidate,1350,medium,needs_review,lowercase-entry|previous-line-closed,,
узалуд,approved,pdf_candidate,1351,medium,needs_review,lowercase-entry|previous-line-closed,,
уздићи,approved,pdf_candidate,1354,medium,needs_review,lowercase-entry|previous-line-closed,,
узмаћи,approved,pdf_candidate,1356,medium,needs_review,lowercase-entry|previous-line-closed,,
узрочн,deferred,pdf_candidate,1524,medium,needs_review,lowercase-entry|previous-line-closed,,
уигран,deferred,pdf_candidate,1358,medium,needs_review,lowercase-entry|previous-line-closed,,
укорно,deferred,pdf_candidate,1361,medium,needs_review,lowercase-entry|previous-line-closed,,
уланка,deferred,pdf_candidate,1364,medium,needs_review,lowercase-entry|previous-line-closed,,
уљешит,deferred,pdf_candidate,1366,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
умести,approved,pdf_candidate,1367,medium,needs_review,lowercase-entry|previous-line-closed,,
уметан,deferred,pdf_candidate,1367,medium,needs_review,lowercase-entry|previous-line-closed,,
умирба,approved,pdf_candidate,1368,medium,needs_review,lowercase-entry|previous-line-closed,,
умусти,approved,pdf_candidate,1370,medium,needs_review,lowercase-entry|previous-line-closed,,
уоишше,deferred,pdf_candidate,655,medium,needs_review,lowercase-entry|previous-line-closed,,
уоколо,deferred,pdf_candidate,1374,medium,needs_review,lowercase-entry|previous-line-closed,,
уочење,deferred,pdf_candidate,1374,medium,needs_review,lowercase-entry|previous-line-closed,,
упасти,approved,pdf_candidate,1375,medium,needs_review,lowercase-entry|previous-line-closed,,
уплата,approved,pdf_candidate,1376,medium,needs_review,lowercase-entry|previous-line-closed,,
упорно,deferred,pdf_candidate,1377,medium,needs_review,lowercase-entry|previous-line-closed,,
упрети,approved,pdf_candidate,1378,medium,needs_review,lowercase-entry|previous-line-closed,,
урвина,approved,pdf_candidate,1380,medium,needs_review,lowercase-entry|previous-line-closed,,
уресан,deferred,pdf_candidate,1381,medium,needs_review,lowercase-entry|previous-line-closed,,
