word,decision,source,page,confidence,status,reason,hint,sort_order
ускоро,deferred,pdf_candidate,1384,medium,needs_review,lowercase-entry|previous-line-closed,,
ускоћа,approved,pdf_candidate,1384,medium,needs_review,lowercase-entry|previous-line-closed,,
успара,approved,pdf_candidate,1386,medium,needs_review,lowercase-entry|previous-line-closed,,
устока,approved,pdf_candidate,1389,medium,needs_review,lowercase-entry|previous-line-closed,,
устући,approved,pdf_candidate,1391,medium,needs_review,lowercase-entry|previous-line-closed,,
утврда,approved,pdf_candidate,1392,medium,needs_review,lowercase-entry|previous-line-closed,,
утерив,deferred,pdf_candidate,1393,medium,needs_review,lowercase-entry|previous-line-closed,,
утерус,approved,pdf_candidate,1393,medium,needs_review,lowercase-entry|previous-line-closed,,
утешив,deferred,pdf_candidate,1393,medium,needs_review,lowercase-entry|previous-line-closed,,
фарбар,approved,pdf_candidate,1404,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
фимоза,approved,pdf_candidate,1410,medium,needs_review,lowercase-entry|previous-line-closed,,
финанс,deferred,pdf_candidate,1410,medium,needs_review,lowercase-entry|previous-line-closed,,
финанц,deferred,pdf_candidate,1411,medium,needs_review,lowercase-entry|previous-line-closed,,
фирнис,approved,pdf_candidate,1411,medium,needs_review,lowercase-entry|previous-line-closed,,
фискус,approved,pdf_candidate,1411,medium,needs_review,lowercase-entry|previous-line-closed,,
фитнес,approved,pdf_candidate,1411,medium,needs_review,lowercase-entry|previous-line-closed,,
фонема,approved,pdf_candidate,1414,medium,needs_review,lowercase-entry|previous-line-closed,,
фрулар,approved,pdf_candidate,1421,medium,needs_review,lowercase-entry|previous-line-closed,,
фуруна,approved,pdf_candidate,1422,medium,needs_review,lowercase-entry|previous-line-closed,,
фуцати,approved,pdf_candidate,1423,medium,needs_review,lowercase-entry|previous-line-closed,,
хамада,approved,pdf_candidate,1426,medium,needs_review,lowercase-entry|previous-line-closed,,
хемато,deferred,pdf_candidate,1430,medium,needs_review,lowercase-entry|previous-line-closed,,
хереза,approved,pdf_candidate,1431,medium,needs_review,lowercase-entry|previous-line-closed,,
херити,approved,pdf_candidate,1431,medium,needs_review,lowercase-entry|previous-line-closed,,
хетера,approved,pdf_candidate,1432,medium,needs_review,lowercase-entry|previous-line-closed,,
хитети,deferred,pdf_candidate,1437,medium,needs_review,lowercase-entry|previous-line-closed,,
хитити,approved,pdf_candidate,1437,medium,needs_review,lowercase-entry|previous-line-closed,,
хорист,approved,pdf_candidate,1441,medium,needs_review,lowercase-entry|previous-line-closed,,
хропот,approved,pdf_candidate,1445,medium,needs_review,lowercase-entry|previous-line-closed,,
хртица,approved,pdf_candidate,1445,medium,needs_review,lowercase-entry|previous-line-closed,,
хулити,approved,pdf_candidate,1446,medium,needs_review,lowercase-entry|previous-line-closed,,
цакати,approved,pdf_candidate,1449,medium,needs_review,lowercase-entry|previous-line-closed,,
царист,approved,pdf_candidate,1450,medium,needs_review,lowercase-entry|previous-line-closed,,
цвасти,approved,pdf_candidate,1450,medium,needs_review,lowercase-entry|previous-line-closed,,
цветар,approved,pdf_candidate,1451,medium,needs_review,lowercase-entry|previous-line-closed,,
цвикер,approved,pdf_candidate,1451,medium,needs_review,lowercase-entry|previous-line-closed,,
цедило,approved,pdf_candidate,1453,medium,needs_review,lowercase-entry|previous-line-closed,,
цедити,approved,pdf_candidate,1453,medium,needs_review,lowercase-entry|previous-line-closed,,
целити,approved,pdf_candidate,1454,medium,needs_review,lowercase-entry|previous-line-closed,,
целцат,approved,pdf_candidate,1454,medium,needs_review,lowercase-entry|previous-line-closed,,
ценити,approved,pdf_candidate,1455,medium,needs_review,lowercase-entry|previous-line-closed,,
цепити,approved,pdf_candidate,1457,medium,needs_review,lowercase-entry|previous-line-closed,,
цигура,approved,pdf_candidate,1459,medium,needs_review,lowercase-entry|previous-line-closed,,
цикати,approved,pdf_candidate,1460,medium,needs_review,lowercase-entry|previous-line-closed,,
циљано,approved,pdf_candidate,1461,medium,needs_review,lowercase-entry|previous-line-closed,,
цинкер,approved,pdf_candidate,1462,medium,needs_review,lowercase-entry|previous-line-closed,,
цицеро,approved,pdf_candidate,1464,medium,needs_review,lowercase-entry|previous-line-closed,,
црвати,approved,pdf_candidate,1465,medium,needs_review,lowercase-entry|previous-line-closed,,
црвена,deferred,pdf_candidate,177,medium,needs_review,lowercase-entry|previous-line-closed,,
црнети,approved,pdf_candidate,1468,medium,needs_review,lowercase-entry|previous-line-closed,,
црника,approved,pdf_candidate,1468,medium,needs_review,lowercase-entry|previous-line-closed,,
црнцат,deferred,pdf_candidate,1469,medium,needs_review,lowercase-entry|previous-line-closed,,
црњети,approved,pdf_candidate,1470,medium,needs_review,lowercase-entry|previous-line-closed,,
црпало,approved,pdf_candidate,1470,medium,needs_review,lowercase-entry|previous-line-closed,,
црпсти,approved,pdf_candidate,1470,medium,needs_review,lowercase-entry|previous-line-closed,,
чадити,approved,pdf_candidate,1472,medium,needs_review,lowercase-entry|previous-line-closed,,
чађити,approved,pdf_candidate,1472,medium,needs_review,lowercase-entry|previous-line-closed,,
чаровн,deferred,pdf_candidate,1475,medium,needs_review,lowercase-entry|previous-line-closed,,
чаршав,approved,pdf_candidate,1475,medium,needs_review,lowercase-entry|previous-line-closed,,
часком,approved,pdf_candidate,1475,medium,needs_review,lowercase-entry|previous-line-closed,,
чврсто,approved,pdf_candidate,1478,medium,needs_review,lowercase-entry|previous-line-closed,,
челист,approved,pdf_candidate,1479,medium,needs_review,lowercase-entry|previous-line-closed,,
четири,deferred,pdf_candidate,1483,medium,needs_review,lowercase-entry|previous-line-closed,,
чиниши,deferred,pdf_candidate,640,medium,needs_review,lowercase-entry|previous-line-closed,,
чистка,approved,pdf_candidate,1488,medium,needs_review,lowercase-entry|previous-line-closed,,
чичков,deferred,pdf_candidate,1489,medium,needs_review,inflection-after-comma|previous-line-closed|ocr-noise-near-entry,,
џапати,approved,pdf_candidate,1495,medium,needs_review,lowercase-entry|previous-line-closed,,
џезист,approved,pdf_candidate,1495,medium,needs_review,lowercase-entry|previous-line-closed,,
џомбав,approved,pdf_candidate,1497,medium,needs_review,lowercase-entry|previous-line-closed,,
шалица,approved,pdf_candidate,1499,medium,needs_review,lowercase-entry|previous-line-closed,,
шарено,deferred,pdf_candidate,1501,medium,needs_review,lowercase-entry|previous-line-closed,,
шахиња,approved,pdf_candidate,1502,medium,needs_review,lowercase-entry|previous-line-closed,,
шежиши,deferred,pdf_candidate,481,medium,needs_review,lowercase-entry|previous-line-closed,,
шераса,approved,pdf_candidate,134,medium,needs_review,lowercase-entry|previous-line-closed,,
шкргут,approved,pdf_candidate,1514,medium,needs_review,lowercase-entry|previous-line-closed,,
шљокар,approved,pdf_candidate,1516,medium,needs_review,lowercase-entry|previous-line-closed,,
шмекер,approved,pdf_candidate,1517,medium,needs_review,lowercase-entry|previous-line-closed,,
шмокља,approved,pdf_candidate,1517,medium,needs_review,lowercase-entry|previous-line-closed,,
штабац,approved,pdf_candidate,1521,medium,needs_review,lowercase-entry|previous-line-closed,,
штакор,approved,pdf_candidate,1521,medium,needs_review,lowercase-entry|previous-line-closed,,
шутоња,approved,pdf_candidate,1529,medium,needs_review,lowercase-entry|previous-line-closed,,
шуштањ,approved,pdf_candidate,1529,medium,needs_review,lowercase-entry|previous-line-closed,,
